Marque,Modèle,Année,Type de carburant,Puissance fiscale,Nombre de portes,Première main,État,Boîte à vitesses,Origine,Prix,average_km,Âge
Renault,Kangoo,1999.0,Diesel,6.0,5.0,Oui,Bon,Manuelle,WW au Maroc,46000.0,144999.5,26.0
Iveco,Daily,2015.0,Diesel,8.0,3.0,Non,Bon,Manuelle,Pas encore dédouanée,200000.0,164999.5,10.0
Toyota,RAV 4,2011.0,Diesel,9.0,5.0,Oui,Très bon,Manuelle,Dédouanée,125000.0,194999.5,14.0
BMW,X3,2006.0,Diesel,12.0,5.0,Non,Bon,Automatique,WW au Maroc,85000.0,154999.5,19.0
Peugeot,407,2005.0,Diesel,8.0,5.0,Non,Très bon,Manuelle,WW au Maroc,68000.0,324999.5,20.0
Audi,Q5,2019.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,385000.0,164999.5,6.0
Audi,Q3,2023.0,Diesel,8.0,5.0,Oui,Très bon,Automatique,WW au Maroc,345000.0,104999.5,2.0
Daihatsu,Terios,2010.0,Essence,9.0,5.0,Non,Très bon,Manuelle,WW au Maroc,70000.0,274999.5,15.0
Volkswagen,Passat,2002.0,Diesel,8.0,5.0,Non,Excellent,Manuelle,Dédouanée,97000.0,324999.5,23.0
Dacia,Sandero,2022.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,148000.0,52499.5,3.0
Kia,Carens,2024.0,Diesel,6.0,5.0,Oui,Bon,Automatique,WW au Maroc,235000.0,274999.5,1.0
Peugeot,Tepee,2014.0,Diesel,7.0,5.0,Non,Excellent,Manuelle,WW au Maroc,108000.0,324999.5,11.0
Audi,Q3,2019.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,265000.0,224999.5,6.0
Seat,Ibiza,2011.0,Diesel,7.0,5.0,Non,Très bon,Manuelle,Dédouanée,97000.0,274999.5,14.0
Volkswagen,Polo,2014.0,Diesel,5.0,5.0,Non,Très bon,Manuelle,WW au Maroc,115000.0,174999.5,11.0
Jeep,Compass,2021.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,255000.0,57499.5,4.0
Citroen,Berlingo,2011.0,Diesel,7.0,5.0,Non,Bon,Manuelle,Importée neuve,66000.0,22499.5,14.0
Dacia,Sandero,2022.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,139998.0,124999.5,3.0
Volkswagen,Polo,2019.0,Essence,5.0,5.0,Non,Très bon,Manuelle,WW au Maroc,140000.0,92499.5,6.0
Volkswagen,Polo,2010.0,Essence,7.0,5.0,Non,Bon,Manuelle,WW au Maroc,78000.0,7499.5,15.0
BMW,Série 5,2013.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,178000.0,274999.5,12.0
Fiat,500,2021.0,Diesel,6.0,3.0,Non,Excellent,Automatique,WW au Maroc,150000.0,57499.5,4.0
Honda,Accord,2013.0,Essence,11.0,5.0,Non,Excellent,Manuelle,WW au Maroc,97000.0,164999.5,12.0
Kia,Sportage,2016.0,Diesel,7.0,5.0,Oui,Excellent,Automatique,WW au Maroc,178000.0,174999.5,9.0
Toyota,RAV 4,2013.0,Diesel,9.0,5.0,Non,Très bon,Manuelle,WW au Maroc,134000.0,184999.5,12.0
Peugeot,208,2019.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,130000.0,104999.5,6.0
Volkswagen,Golf 5,2007.0,Diesel,8.0,5.0,Oui,Excellent,Manuelle,Dédouanée,95000.0,32499.5,18.0
Toyota,C-HR,2022.0,Hybride,10.0,5.0,Oui,Très bon,Automatique,WW au Maroc,244000.0,32499.5,3.0
Land Rover,Range Rover Evoque,2017.0,Diesel,8.0,5.0,Non,Neuf,Automatique,Dédouanée,287000.0,154999.5,8.0
Volkswagen,T-Roc,2021.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,297000.0,42499.5,4.0
Nissan,Qashqai,2015.0,Diesel,6.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,154000.0,224999.5,10.0
Hyundai,i30,2016.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,132000.0,194999.5,9.0
Volkswagen,Tiguan,2014.0,Diesel,8.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,165000.0,174999.5,11.0
Honda,Accord,1998.0,Essence,11.0,5.0,Non,Bon,Manuelle,WW au Maroc,17000.0,2499.5,27.0
Volkswagen,Touareg,2011.0,Diesel,12.0,5.0,Non,Très bon,Automatique,WW au Maroc,112000.0,224999.5,14.0
Dacia,Duster,2020.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,167000.0,72499.5,5.0
Volkswagen,Golf 7,2018.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,Dédouanée,275000.0,224999.5,7.0
Jeep,Cherokee,2021.0,Diesel,9.0,5.0,Oui,Excellent,Automatique,WW au Maroc,245000.0,42499.5,4.0
Nissan,Qashqai,2022.0,Essence,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,245000.0,37499.5,3.0
Mercedes-Benz,Classe GLK,2014.0,Diesel,9.0,5.0,Oui,Bon,Manuelle,WW au Maroc,270000.0,134999.5,11.0
Toyota,Corolla,2007.0,Diesel,8.0,5.0,Non,Excellent,Manuelle,WW au Maroc,69000.0,274999.5,18.0
Land Rover,Range Rover Velar,2017.0,Diesel,12.0,5.0,Oui,Excellent,Automatique,WW au Maroc,360000.0,184999.5,8.0
Fiat,Grande Punto,2008.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,68000.0,224999.5,17.0
Volkswagen,Tiguan,2012.0,Diesel,8.0,5.0,Oui,Excellent,Manuelle,Dédouanée,210000.0,144999.5,13.0
Chery,QQ,2011.0,Essence,5.0,5.0,Non,Bon,Manuelle,WW au Maroc,30000.0,77499.5,14.0
Citroen,C4,2014.0,Diesel,7.0,5.0,Non,Très bon,Manuelle,WW au Maroc,104000.0,174999.5,11.0
Honda,Civic,2006.0,Essence,9.0,5.0,Non,Excellent,Manuelle,WW au Maroc,31000.0,224999.5,19.0
Audi,A5,2012.0,Essence,12.0,5.0,Oui,Bon,Automatique,Importée neuve,148000.0,144999.5,13.0
Nissan,Qashqai,2017.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,168000.0,194999.5,8.0
Dacia,Logan,2020.0,Diesel,6.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,110000.0,194999.5,5.0
Citroen,C3,2024.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,163000.0,27499.5,1.0
Honda,Accord,2014.0,Diesel,9.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,123000.0,184999.5,11.0
Peugeot,208,2023.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,165000.0,27499.5,2.0
Dacia,Logan,2010.0,Essence,8.0,5.0,Non,Bon,Manuelle,WW au Maroc,50000.0,184999.5,15.0
Skoda,Scala,2021.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,195000.0,82499.5,4.0
Renault,Express,2021.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,135000.0,114999.5,4.0
Volkswagen,Jetta,2020.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,188000.0,124999.5,5.0
Opel,Grandland,2023.0,Diesel,6.0,5.0,Oui,Excellent,Automatique,WW au Maroc,315000.0,12499.5,2.0
Hyundai,i30,2022.0,Diesel,6.0,5.0,Non,Excellent,Automatique,WW au Maroc,225000.0,2499.5,3.0
BMW,Série 3,2020.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,320000.0,144999.5,5.0
Peugeot,208,2021.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,140000.0,82499.5,4.0
Audi,A4,2018.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,210000.0,224999.5,7.0
Nissan,Micra,2018.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,132000.0,104999.5,7.0
Fiat,Panda,2019.0,Essence,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,85000.0,72499.5,6.0
Hyundai,i30,2015.0,Diesel,6.0,3.0,Non,Excellent,Manuelle,WW au Maroc,136000.0,194999.5,10.0
Renault,Megane,2021.0,Essence,10.0,5.0,Non,Excellent,Automatique,WW au Maroc,318000.0,27499.5,4.0
Peugeot,208,2020.0,Diesel,7.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,157000.0,77499.5,5.0
Mercedes-Benz,240,1983.0,Diesel,10.0,5.0,Non,Excellent,Manuelle,WW au Maroc,48000.0,7499.5,42.0
Audi,A5,2020.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,315000.0,124999.5,5.0
Dacia,Dokker,2019.0,Diesel,5.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,98000.0,12499.5,6.0
Land Rover,Defender,2001.0,Diesel,8.0,5.0,Non,Excellent,Manuelle,WW au Maroc,175000.0,224999.5,24.0
Mercedes-Benz,Classe CLA,2019.0,Diesel,9.0,5.0,Oui,Excellent,Automatique,WW au Maroc,295000.0,47499.5,6.0
Jeep,Grand Cherokee,2013.0,Diesel,12.0,5.0,Non,Excellent,Automatique,WW au Maroc,96000.0,224999.5,12.0
Dacia,Dokker,2019.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,117000.0,22499.5,6.0
Alfa Romeo,Giulietta,2014.0,Diesel,8.0,5.0,Non,Très bon,Manuelle,WW au Maroc,115000.0,22499.5,11.0
Alfa Romeo,Giulietta,2014.0,Diesel,8.0,5.0,Non,Très bon,Automatique,WW au Maroc,115000.0,224999.5,11.0
Mini,One,2012.0,Essence,9.0,3.0,Non,Très bon,Manuelle,WW au Maroc,84000.0,164999.5,13.0
Toyota,Corolla,2020.0,Hybride,10.0,5.0,Oui,Excellent,Automatique,WW au Maroc,210000.0,114999.5,5.0
Mahindra,Scorpio,2007.0,Diesel,10.0,3.0,Non,Bon,Manuelle,WW au Maroc,55000.0,2499.5,18.0
Skoda,Octavia,2018.0,Diesel,8.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,170000.0,97499.5,7.0
Kia,Picanto,2022.0,Essence,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,110000.0,52499.5,3.0
Citroen,C5,2005.0,Essence,11.0,5.0,Non,Excellent,Automatique,WW au Maroc,40000.0,194999.5,20.0
Fiat,500,2024.0,Essence,6.0,3.0,Oui,Excellent,Automatique,WW au Maroc,158000.0,2499.5,1.0
Volkswagen,Golf 8,2021.0,Diesel,8.0,5.0,Non,Excellent,Automatique,Importée neuve,390000.0,77499.5,4.0
Renault,Megane,2019.0,Diesel,6.0,5.0,Oui,Excellent,Automatique,WW au Maroc,180000.0,124999.5,6.0
Fiat,Doblo,2021.0,Diesel,5.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,100000.0,12499.5,4.0
BMW,X3,2019.0,Diesel,8.0,5.0,Non,Bon,Automatique,WW au Maroc,395000.0,114999.5,6.0
Volkswagen,Golf 8,2022.0,Diesel,9.0,5.0,Oui,Neuf,Automatique,Importée neuve,355000.0,57499.5,3.0
Peugeot,207,2007.0,Essence,8.0,5.0,Non,Très bon,Manuelle,WW au Maroc,63000.0,184999.5,18.0
Hyundai,Accent,2020.0,Diesel,6.0,5.0,Non,Bon,Manuelle,WW au Maroc,147000.0,134999.5,5.0
Renault,Kadjar,2019.0,Diesel,6.0,3.0,Oui,Excellent,Automatique,WW au Maroc,177000.0,124999.5,6.0
Volkswagen,Polo,2003.0,Diesel,8.0,5.0,Non,Excellent,Manuelle,WW au Maroc,50000.0,224999.5,22.0
BMW,Série 3,2011.0,Diesel,8.0,5.0,Non,Très bon,Manuelle,Dédouanée,115000.0,32499.5,14.0
Volkswagen,Touran,2010.0,Diesel,8.0,5.0,Oui,Bon,Manuelle,Dédouanée,128000.0,274999.5,15.0
Renault,Clio,2021.0,Diesel,6.0,5.0,Oui,Neuf,Manuelle,WW au Maroc,165000.0,72499.5,4.0
Volkswagen,Golf 7,2020.0,Diesel,8.0,5.0,Non,Très bon,Automatique,WW au Maroc,215000.0,82499.5,5.0
Volkswagen,Golf 8,2024.0,Diesel,9.0,5.0,Oui,Neuf,Automatique,WW au Maroc,335000.0,47499.5,1.0
Dacia,Sandero,2019.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,Dédouanée,120000.0,12499.5,6.0
Seat,Leon,2014.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,145000.0,274999.5,11.0
Opel,Mokka,2023.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,218000.0,17499.5,2.0
Hyundai,Santa Fe,2007.0,Diesel,9.0,5.0,Non,Bon,Automatique,WW au Maroc,6900.0,32499.5,18.0
Jeep,Cherokee,2016.0,Diesel,8.0,5.0,Non,Très bon,Automatique,WW au Maroc,168000.0,194999.5,9.0
Toyota,Hilux,2010.0,Diesel,10.0,3.0,Non,Très bon,Manuelle,WW au Maroc,135000.0,37499.5,15.0
Renault,Clio,2017.0,Diesel,6.0,5.0,Non,Très bon,Automatique,WW au Maroc,118000.0,224999.5,8.0
Land Rover,Range Rover Evoque,2018.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,290000.0,154999.5,7.0
Dacia,Logan,2020.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,105000.0,92499.5,5.0
Hyundai,Tucson,2021.0,Diesel,6.0,5.0,Non,Excellent,Automatique,WW au Maroc,249000.0,194999.5,4.0
Hyundai,Santa Fe,2017.0,Diesel,9.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,120000.0,324999.5,8.0
Volkswagen,Jetta,2018.0,Diesel,8.0,5.0,Oui,Bon,Automatique,WW au Maroc,140000.0,324999.5,7.0
Ford,Fusion,2010.0,Diesel,7.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,65000.0,224999.5,15.0
Volkswagen,T-Roc,2021.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,260000.0,144999.5,4.0
Ford,Kuga,2015.0,Diesel,8.0,5.0,Non,Excellent,Automatique,Dédouanée,168000.0,184999.5,10.0
Land Rover,Range Rover Sport,2014.0,Diesel,16.0,5.0,Non,Bon,Automatique,WW au Maroc,295000.0,154999.5,11.0
Hyundai,Tucson,2023.0,Diesel,6.0,5.0,Oui,Excellent,Automatique,WW au Maroc,335000.0,37499.5,2.0
Jeep,Cherokee,2018.0,Diesel,9.0,5.0,Oui,Excellent,Automatique,WW au Maroc,200000.0,154999.5,7.0
Dacia,Sandero,2022.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,170000.0,32499.5,3.0
Toyota,Prius,2020.0,Hybride,8.0,5.0,Oui,Excellent,Automatique,Dédouanée,250000.0,57499.5,5.0
Renault,Clio,2022.0,Diesel,6.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,145000.0,72499.5,3.0
Mercedes-Benz,Classe CLA,2020.0,Diesel,8.0,5.0,Oui,Très bon,Automatique,WW au Maroc,387000.0,42499.5,5.0
Nissan,Qashqai,2015.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,160000.0,82499.5,10.0
Volkswagen,Caddy,2019.0,Diesel,8.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,185000.0,154999.5,6.0
Hyundai,Tucson,2023.0,Diesel,6.0,5.0,Oui,Très bon,Automatique,WW au Maroc,260000.0,82499.5,2.0
Seat,Ibiza,2024.0,Essence,6.0,5.0,Non,Excellent,Automatique,WW au Maroc,205000.0,22499.5,1.0
Dacia,Lodgy,2022.0,Diesel,6.0,5.0,Oui,Bon,Manuelle,WW au Maroc,128000.0,97499.5,3.0
Volvo,XC40,2018.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,240000.0,22499.5,7.0
Renault,Laguna,2001.0,Diesel,7.0,5.0,Non,Très bon,Manuelle,Dédouanée,48000.0,17499.5,24.0
Renault,Clio,2019.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,107000.0,114999.5,6.0
Jaguar,XE,2016.0,Diesel,8.0,5.0,Non,Très bon,Automatique,WW au Maroc,230000.0,154999.5,9.0
Hyundai,Tucson,2021.0,Diesel,6.0,5.0,Non,Excellent,Automatique,WW au Maroc,312000.0,144999.5,4.0
Dacia,Logan,2021.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,118000.0,114999.5,4.0
Alfa Romeo,Tonale,2023.0,Hybride,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,310000.0,7499.5,2.0
Skoda,Octavia,2017.0,Diesel,8.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,170000.0,194999.5,8.0
Mercedes-Benz,220,2002.0,Diesel,9.0,5.0,Non,Bon,Manuelle,Dédouanée,75000.0,324999.5,23.0
Dacia,Logan,2008.0,Essence,8.0,5.0,Non,Très bon,Manuelle,Dédouanée,50000.0,124999.5,17.0
Nissan,Almera,1998.0,Essence,8.0,5.0,Non,Bon,Manuelle,WW au Maroc,35000.0,184999.5,27.0
Citroen,Berlingo,2019.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,182000.0,194999.5,6.0
Ford,Fiesta,2017.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,118000.0,164999.5,8.0
Audi,Q7,2016.0,Diesel,11.0,5.0,Non,Excellent,Automatique,WW au Maroc,318000.0,224999.5,9.0
Peugeot,3008,2019.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,225000.0,124999.5,6.0
Audi,Q7,2016.0,Diesel,12.0,5.0,Non,Excellent,Automatique,WW au Maroc,350000.0,124999.5,9.0
Hyundai,Tucson,2021.0,Diesel,7.0,5.0,Non,Excellent,Automatique,WW au Maroc,248000.0,82499.5,4.0
Jeep,Cherokee,2021.0,Diesel,9.0,5.0,Oui,Excellent,Automatique,WW au Maroc,280000.0,57499.5,4.0
Land Rover,Range Rover Sport,2015.0,Diesel,12.0,5.0,Non,Très bon,Automatique,Importée neuve,310000.0,144999.5,10.0
Toyota,Corolla,2022.0,Hybride,10.0,5.0,Non,Excellent,Automatique,WW au Maroc,225000.0,2499.5,3.0
Volkswagen,Tiguan,2015.0,Diesel,8.0,5.0,Non,Excellent,Automatique,Dédouanée,240000.0,184999.5,10.0
Jeep,Grand Cherokee,2018.0,Diesel,12.0,5.0,Oui,Neuf,Automatique,WW au Maroc,225000.0,104999.5,7.0
Renault,19,2009.0,Diesel,7.0,5.0,Non,Bon,Manuelle,WW au Maroc,45000.0,274999.5,16.0
Opel,Astra,2020.0,Diesel,6.0,5.0,Non,Excellent,Automatique,WW au Maroc,175000.0,144999.5,5.0
BMW,Série 4,2015.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,208000.0,164999.5,10.0
Dacia,Dokker,2017.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,118000.0,144999.5,8.0
Renault,Clio,2022.0,Diesel,6.0,3.0,Oui,Excellent,Manuelle,WW au Maroc,165000.0,37499.5,3.0
Volkswagen,T-Roc,2023.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,315000.0,57499.5,2.0
BMW,Série 5,2019.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,355000.0,164999.5,6.0
Citroen,Berlingo,2010.0,Diesel,7.0,3.0,Non,Excellent,Manuelle,WW au Maroc,55000.0,274999.5,15.0
Hyundai,Tucson,2017.0,Diesel,6.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,192000.0,144999.5,8.0
Fiat,Doblo,2013.0,Diesel,7.0,5.0,Non,Très bon,Manuelle,WW au Maroc,85000.0,174999.5,12.0
Renault,Kangoo,2016.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,120000.0,114999.5,9.0
Nissan,Micra,2017.0,Diesel,6.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,135000.0,92499.5,8.0
Hyundai,Accent,2020.0,Diesel,6.0,5.0,Oui,Excellent,Automatique,WW au Maroc,146000.0,124999.5,5.0
Audi,A3,2012.0,Diesel,9.0,5.0,Non,Excellent,Automatique,Dédouanée,146000.0,224999.5,13.0
Peugeot,206,2005.0,Essence,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,50000.0,144999.5,20.0
Kia,Sportage,2022.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,255000.0,32499.5,3.0
Opel,Adam,2018.0,Essence,7.0,3.0,Oui,Excellent,Manuelle,WW au Maroc,87000.0,104999.5,7.0
Peugeot,208,2019.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,91000.0,134999.5,6.0
Peugeot,407,2009.0,Diesel,6.0,5.0,Oui,Excellent,Automatique,WW au Maroc,73000.0,22499.5,16.0
BMW,Série 1,2012.0,Diesel,9.0,3.0,Non,Bon,Automatique,WW au Maroc,126000.0,174999.5,13.0
Volkswagen,Touran,2013.0,Diesel,6.0,5.0,Non,Neuf,Manuelle,Dédouanée,175000.0,7499.5,12.0
Dacia,Sandero,2021.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,157000.0,77499.5,4.0
Ford,Mondeo,2006.0,Diesel,8.0,5.0,Non,Très bon,Manuelle,WW au Maroc,38000.0,17499.5,19.0
Citroen,Berlingo,2021.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,175000.0,114999.5,4.0
Renault,Clio,2010.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,Dédouanée,80000.0,224999.5,15.0
Volkswagen,Golf 7,2017.0,Diesel,8.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,189000.0,67499.5,8.0
Land Rover,Freelander,2000.0,Diesel,8.0,5.0,Non,Excellent,Manuelle,WW au Maroc,35000.0,324999.5,25.0
Seat,Leon,2021.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,Dédouanée,290000.0,92499.5,4.0
Kia,Seltos,2022.0,Diesel,7.0,5.0,Non,Excellent,Automatique,WW au Maroc,225000.0,82499.5,3.0
Renault,19,1993.0,Diesel,7.0,5.0,Non,Bon,Manuelle,Dédouanée,32000.0,42499.5,32.0
Volvo,XC40,2021.0,Essence,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,290000.0,37499.5,4.0
BMW,Série 3,2001.0,Essence,11.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,50000.0,134999.5,24.0
Renault,Clio,2021.0,Diesel,6.0,5.0,Oui,Excellent,Automatique,WW au Maroc,145000.0,87499.5,4.0
Toyota,Hilux,2025.0,Diesel,10.0,3.0,Non,Neuf,Manuelle,WW au Maroc,298000.0,2499.5,0.0
Renault,Kangoo,2013.0,Diesel,6.0,5.0,Oui,Bon,Manuelle,WW au Maroc,65000.0,62499.5,12.0
Opel,Mokka,2023.0,Diesel,6.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,240000.0,52499.5,2.0
Mercedes-Benz,Classe C,2018.0,Diesel,9.0,5.0,Oui,Excellent,Automatique,Dédouanée,300000.0,194999.5,7.0
Audi,Q5,2020.0,Diesel,8.0,5.0,Non,Très bon,Automatique,WW au Maroc,355000.0,134999.5,5.0
Fiat,Panda,2019.0,Essence,7.0,5.0,Non,Très bon,Manuelle,WW au Maroc,88000.0,124999.5,6.0
Peugeot,205,1993.0,Essence,6.0,5.0,Non,Correct,Manuelle,WW au Maroc,27000.0,224999.5,32.0
Skoda,Octavia,2011.0,Diesel,8.0,5.0,Non,Très bon,Manuelle,WW au Maroc,110000.0,224999.5,14.0
Kia,Sportage,2022.0,Diesel,6.0,5.0,Oui,Excellent,Automatique,WW au Maroc,260000.0,77499.5,3.0
Fiat,Punto,2007.0,Essence,7.0,5.0,Non,Très bon,Manuelle,WW au Maroc,55000.0,134999.5,18.0
Opel,Mokka,2023.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,230000.0,27499.5,2.0
Renault,Clio,2020.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,125000.0,104999.5,5.0
Mitsubishi,Lancer,2007.0,Essence,7.0,5.0,Non,Neuf,Manuelle,WW au Maroc,47000.0,184999.5,18.0
Fiat,500X,2018.0,Diesel,7.0,5.0,Non,Excellent,Manuelle,WW au Maroc,155000.0,124999.5,7.0
Ford,Ka,2014.0,Essence,7.0,5.0,Non,Excellent,Manuelle,WW au Maroc,72000.0,124999.5,11.0
Audi,A3,2020.0,Diesel,8.0,5.0,Oui,Neuf,Automatique,Dédouanée,349000.0,134999.5,5.0
Nissan,Qashqai,2021.0,Diesel,6.0,5.0,Non,Excellent,Automatique,WW au Maroc,240000.0,104999.5,4.0
Volkswagen,Touareg,2018.0,Diesel,12.0,5.0,Non,Bon,Automatique,WW au Maroc,248000.0,104999.5,7.0
Dacia,Dokker,2021.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,138000.0,134999.5,4.0
Dacia,Dokker,2017.0,Diesel,6.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,109000.0,224999.5,8.0
Skoda,Fabia,2021.0,Essence,6.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,125000.0,47499.5,4.0
Skoda,Kodiaq,2022.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,240000.0,42499.5,3.0
Peugeot,301,2021.0,Diesel,6.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,125000.0,104999.5,4.0
Volkswagen,Caddy,2016.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,115000.0,2499.5,9.0
Hyundai,Santa Fe,2007.0,Diesel,9.0,5.0,Non,Bon,Manuelle,WW au Maroc,80000.0,324999.5,18.0
Fiat,Fiorino,2022.0,Diesel,5.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,135000.0,32499.5,3.0
Volkswagen,Golf 5,2004.0,Diesel,8.0,5.0,Non,Bon,Manuelle,Dédouanée,68000.0,27499.5,21.0
Skoda,Kodiaq,2020.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,250000.0,114999.5,5.0
Changan,Jolion,2024.0,Essence,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,120000.0,22499.5,1.0
Ford,Kuga,2012.0,Diesel,8.0,5.0,Non,Très bon,Manuelle,WW au Maroc,128000.0,224999.5,13.0
Opel,Corsa,2024.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,198000.0,2499.5,1.0
Ford,Fiesta,2008.0,Essence,7.0,5.0,Non,Très bon,Manuelle,WW au Maroc,57000.0,144999.5,17.0
Renault,Clio,2021.0,Diesel,6.0,5.0,Non,Excellent,Automatique,WW au Maroc,143000.0,77499.5,4.0
Skoda,Kodiaq,2020.0,Diesel,8.0,5.0,Oui,Très bon,Automatique,WW au Maroc,279000.0,114999.5,5.0
Hyundai,Tucson,2024.0,Diesel,6.0,5.0,Oui,Neuf,Automatique,WW au Maroc,359900.0,2499.5,1.0
Toyota,Corolla,2019.0,Hybride,6.0,5.0,Oui,Excellent,Automatique,WW au Maroc,175000.0,134999.5,6.0
Renault,Kangoo,2008.0,Essence,6.0,5.0,Non,Bon,Manuelle,WW au Maroc,66000.0,97499.5,17.0
Volkswagen,Passat,2020.0,Diesel,8.0,5.0,Oui,Très bon,Automatique,WW au Maroc,249000.0,87499.5,5.0
Citroen,C4,2012.0,Diesel,6.0,5.0,Non,Très bon,Automatique,Dédouanée,94000.0,224999.5,13.0
