Marque,Modèle,Année,Type de carburant,Puissance fiscale,Nombre de portes,Première main,État,Boîte à vitesses,Origine,Prix,average_km,Âge
Peugeot,308,2016.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,138000.0,154999.5,9.0
Kia,Sorento,2006.0,Diesel,10.0,5.0,Non,Excellent,Automatique,WW au Maroc,55000.0,324999.5,19.0
Ford,Fiesta,2015.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,103000.0,194999.5,10.0
Renault,Clio,2022.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,167000.0,67499.5,3.0
Volkswagen,Tiguan,2014.0,Diesel,8.0,5.0,Oui,Très bon,Manuelle,Dédouanée,220000.0,224999.5,11.0
Peugeot,508,2019.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,155000.0,62499.5,6.0
Dacia,Sandero,2019.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,135000.0,62499.5,6.0
Volkswagen,T-Roc,2021.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,Dédouanée,300000.0,2499.5,4.0
Volkswagen,Passat,2016.0,Diesel,8.0,5.0,Non,Excellent,Manuelle,WW au Maroc,160000.0,134999.5,9.0
Renault,Clio,2022.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,170000.0,62499.5,3.0
Toyota,Corolla Cross,2023.0,Hybride,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,220000.0,47499.5,2.0
Hyundai,Tucson,2022.0,Diesel,6.0,5.0,Oui,Excellent,Automatique,WW au Maroc,329000.0,42499.5,3.0
Fiat,500,2017.0,Essence,7.0,3.0,Non,Très bon,Manuelle,WW au Maroc,130000.0,57499.5,8.0
Nissan,Note,2015.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,90000.0,144999.5,10.0
Kia,Carens,2010.0,Diesel,8.0,5.0,Non,Très bon,Manuelle,WW au Maroc,60000.0,7499.5,15.0
Mercedes-Benz,Classe C,2011.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,138000.0,174999.5,14.0
Kia,Cerato,2009.0,Essence,8.0,5.0,Non,Très bon,Manuelle,WW au Maroc,58000.0,224999.5,16.0
Jeep,Compass,2021.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,250000.0,72499.5,4.0
Mercedes-Benz,Classe GLC,2016.0,Diesel,9.0,5.0,Non,Excellent,Automatique,WW au Maroc,330000.0,114999.5,9.0
Volvo,XC60,2018.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,270000.0,224999.5,7.0
Opel,Campo,2022.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,172000.0,92499.5,3.0
Ford,Ecosport,2021.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,170000.0,62499.5,4.0
Peugeot,308,2009.0,Diesel,6.0,5.0,Non,Bon,Manuelle,WW au Maroc,78000.0,324999.5,16.0
Skoda,Rapid,2015.0,Diesel,6.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,130000.0,154999.5,10.0
Honda,Civic,2018.0,Essence,11.0,5.0,Oui,Bon,Automatique,WW au Maroc,158000.0,134999.5,7.0
Hyundai,Tucson,2022.0,Hybride,9.0,5.0,Non,Excellent,Automatique,WW au Maroc,295000.0,47499.5,3.0
Peugeot,307,2006.0,Diesel,6.0,5.0,Non,Bon,Manuelle,WW au Maroc,57000.0,324999.5,19.0
Dacia,Duster,2020.0,Diesel,6.0,5.0,Oui,Excellent,Automatique,WW au Maroc,178000.0,87499.5,5.0
Volvo,XC60,2021.0,Diesel,8.0,5.0,Non,Bon,Automatique,WW au Maroc,355000.0,174999.5,4.0
Volvo,XC60,2019.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,300000.0,154999.5,6.0
Jeep,Compass,2013.0,Diesel,9.0,5.0,Non,Excellent,Manuelle,WW au Maroc,120000.0,224999.5,12.0
Renault,Express,2021.0,Diesel,7.0,5.0,Non,Neuf,Manuelle,WW au Maroc,142000.0,114999.5,4.0
Renault,19,2005.0,Essence,8.0,5.0,Non,Très bon,Manuelle,WW au Maroc,37000.0,2499.5,20.0
Dacia,Dokker,2021.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,128000.0,134999.5,4.0
Mitsubishi,Colt,2011.0,Essence,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,59000.0,104999.5,14.0
Dacia,Sandero,2024.0,Diesel,6.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,140000.0,22499.5,1.0
Peugeot,Tepee,2011.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,93000.0,27499.5,14.0
Ford,Focus,2016.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,136000.0,164999.5,9.0
Fiat,500X,2019.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,148000.0,72499.5,6.0
Skoda,Octavia,2020.0,Diesel,8.0,5.0,Non,Très bon,Automatique,WW au Maroc,230000.0,184999.5,5.0
Porsche,Panamera,2011.0,Essence,15.0,5.0,Non,Très bon,Automatique,Importée neuve,135000.0,144999.5,14.0
Dacia,Duster,2020.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,163000.0,82499.5,5.0
Audi,A6,2016.0,Diesel,8.0,5.0,Non,Très bon,Automatique,WW au Maroc,230000.0,144999.5,9.0
Land Rover,Range Rover Evoque,2018.0,Diesel,8.0,5.0,Oui,Très bon,Automatique,WW au Maroc,270000.0,104999.5,7.0
Seat,Ibiza,2012.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,95000.0,124999.5,13.0
Nissan,Qashqai,2022.0,Essence,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,255000.0,92499.5,3.0
Opel,Grandland,2021.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,204000.0,97499.5,4.0
Renault,Clio,2021.0,Diesel,6.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,124000.0,97499.5,4.0
Jeep,Grand Cherokee,2019.0,Diesel,12.0,5.0,Non,Très bon,Automatique,Importée neuve,210000.0,114999.5,6.0
Ford,Fiesta,2011.0,Diesel,6.0,5.0,Non,Bon,Manuelle,WW au Maroc,83000.0,194999.5,14.0
Renault,Clio,2020.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,113000.0,184999.5,5.0
Mini,Cooper,2014.0,Diesel,10.0,5.0,Non,Excellent,Manuelle,Dédouanée,140000.0,144999.5,11.0
Mitsubishi,Lancer,2006.0,Essence,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,35000.0,2499.5,19.0
Citroen,C3,2020.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,132000.0,104999.5,5.0
Land Rover,Range Rover,2019.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,330000.0,134999.5,6.0
Mini,Cooper,2010.0,Essence,6.0,3.0,Non,Très bon,Automatique,Importée neuve,99000.0,114999.5,15.0
Hyundai,Ioniq Hybrid,2020.0,Hybride,9.0,5.0,Oui,Très bon,Automatique,WW au Maroc,180000.0,274999.5,5.0
Peugeot,Partner,2011.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,72000.0,144999.5,14.0
Peugeot,208,2019.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,135000.0,134999.5,6.0
Dacia,Duster,2021.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,173000.0,97499.5,4.0
Volkswagen,Caddy,2017.0,Diesel,6.0,5.0,Oui,Très bon,Automatique,WW au Maroc,155000.0,2499.5,8.0
Mercedes-Benz,Classe C,2013.0,Diesel,9.0,5.0,Oui,Excellent,Automatique,WW au Maroc,176000.0,134999.5,12.0
Volkswagen,Golf 4,1999.0,Diesel,8.0,5.0,Non,Très bon,Manuelle,Dédouanée,70000.0,37499.5,26.0
Volkswagen,Tiguan,2018.0,Diesel,6.0,5.0,Non,Très bon,Automatique,WW au Maroc,290000.0,144999.5,7.0
Skoda,Octavia,2020.0,Diesel,8.0,5.0,Non,Très bon,Automatique,WW au Maroc,193000.0,144999.5,5.0
Nissan,Micra,2021.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,125000.0,144999.5,4.0
Fiat,Panda,2020.0,Essence,7.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,89000.0,104999.5,5.0
Porsche,Panamera,2014.0,Diesel,6.0,5.0,Oui,Excellent,Automatique,Importée neuve,350000.0,82499.5,11.0
Fiat,Fiorino,2018.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,99000.0,7499.5,7.0
Seat,Ibiza,2024.0,Essence,9.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,169000.0,12499.5,1.0
Peugeot,3008,2019.0,Diesel,8.0,5.0,Non,Très bon,Automatique,WW au Maroc,246999.0,87499.5,6.0
Peugeot,Tepee,2013.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,105000.0,224999.5,12.0
Porsche,Panamera,2010.0,Essence,28.0,5.0,Non,Excellent,Automatique,Importée neuve,270000.0,154999.5,15.0
Dacia,Sandero,2022.0,Diesel,6.0,5.0,Non,Neuf,Manuelle,WW au Maroc,129000.0,97499.5,3.0
Peugeot,206,2013.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,74000.0,72499.5,12.0
Renault,Koleos,2020.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,240000.0,144999.5,5.0
Dacia,Sandero,2022.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,138000.0,97499.5,3.0
Honda,Jazz,2006.0,Essence,8.0,5.0,Non,Excellent,Manuelle,WW au Maroc,55000.0,32499.5,19.0
Kia,Sorento,2007.0,Diesel,9.0,5.0,Non,Excellent,Manuelle,WW au Maroc,68000.0,7499.5,18.0
BMW,X5,2018.0,Diesel,8.0,5.0,Oui,Très bon,Automatique,WW au Maroc,320000.0,224999.5,7.0
Dacia,Sandero,2013.0,Diesel,6.0,5.0,Non,Bon,Manuelle,WW au Maroc,75000.0,224999.5,12.0
Jeep,Renegade,2023.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,240000.0,32499.5,2.0
Peugeot,3008,2022.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,285000.0,104999.5,3.0
Peugeot,3008,2012.0,Diesel,6.0,5.0,Oui,Très bon,Manuelle,Dédouanée,130000.0,274999.5,13.0
Peugeot,208,2020.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,155000.0,62499.5,5.0
Peugeot,301,2019.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,115000.0,124999.5,6.0
Peugeot,206,1999.0,Essence,8.0,5.0,Non,Très bon,Manuelle,Dédouanée,46000.0,114999.5,26.0
Volvo,V40,2016.0,Diesel,7.0,5.0,Non,Excellent,Automatique,WW au Maroc,143000.0,97499.5,9.0
Renault,Laguna,2004.0,Diesel,7.0,5.0,Non,Excellent,Manuelle,WW au Maroc,59000.0,224999.5,21.0
Hyundai,Santa Fe,2017.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,192000.0,134999.5,8.0
Land Rover,Freelander,2008.0,Diesel,9.0,5.0,Non,Excellent,Automatique,Importée neuve,98000.0,324999.5,17.0
Dacia,Logan,2011.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,65000.0,164999.5,14.0
Volkswagen,Tiguan,2018.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,265000.0,164999.5,7.0
Skoda,Superb,2016.0,Diesel,8.0,5.0,Non,Très bon,Automatique,WW au Maroc,148000.0,224999.5,9.0
Peugeot,306,1999.0,Diesel,7.0,5.0,Non,Très bon,Manuelle,Dédouanée,45000.0,224999.5,26.0
Volkswagen,Caddy,2008.0,Diesel,8.0,5.0,Non,Excellent,Manuelle,Dédouanée,107000.0,274999.5,17.0
Kia,Soul,2016.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,108000.0,224999.5,9.0
Peugeot,306,1997.0,Diesel,8.0,5.0,Non,Bon,Manuelle,WW au Maroc,32000.0,104999.5,28.0
Dacia,Logan,2020.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,112000.0,92499.5,5.0
Mercedes-Benz,220,2015.0,Diesel,9.0,5.0,Non,Excellent,Automatique,Dédouanée,290000.0,224999.5,10.0
Hyundai,Santa Fe,2013.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,185000.0,194999.5,12.0
Land Rover,Range Rover Velar,2017.0,Diesel,12.0,5.0,Non,Excellent,Automatique,WW au Maroc,398000.0,97499.5,8.0
Fiat,Palio,1999.0,Diesel,6.0,5.0,Non,Bon,Manuelle,Importée neuve,26000.0,37499.5,26.0
Hyundai,i10,2016.0,Essence,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,75000.0,144999.5,9.0
Fiat,500,2021.0,Essence,6.0,3.0,Oui,Excellent,Automatique,WW au Maroc,141989.0,52499.5,4.0
Volkswagen,T-Roc,2023.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,330000.0,7499.5,2.0
Fiat,Palio,1999.0,Essence,6.0,5.0,Oui,Très bon,Manuelle,Dédouanée,30000.0,224999.5,26.0
Honda,Accord,2011.0,Essence,13.0,5.0,Non,Bon,Automatique,WW au Maroc,80000.0,224999.5,14.0
Jeep,Compass,2015.0,Diesel,8.0,5.0,Non,Excellent,Manuelle,WW au Maroc,109000.0,144999.5,10.0
Toyota,Fortuner,2021.0,Diesel,10.0,5.0,Oui,Excellent,Automatique,WW au Maroc,220000.0,124999.5,4.0
Fiat,Punto,2016.0,Diesel,5.0,5.0,Non,Très bon,Manuelle,WW au Maroc,84000.0,154999.5,9.0
Renault,Megane,2020.0,Diesel,6.0,5.0,Non,Bon,Automatique,WW au Maroc,208000.0,87499.5,5.0
DS,DS7,2018.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,260000.0,104999.5,7.0
Honda,CR-V,2003.0,Essence,8.0,5.0,Non,Excellent,Manuelle,WW au Maroc,42000.0,164999.5,22.0
Hyundai,Santa Fe,2008.0,Diesel,9.0,5.0,Non,Très bon,Automatique,WW au Maroc,95000.0,124999.5,17.0
Fiat,Panda,2008.0,Essence,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,49999.0,274999.5,17.0
Renault,Clio,2019.0,Diesel,4.0,5.0,Non,Excellent,Manuelle,WW au Maroc,113000.0,174999.5,6.0
Hyundai,Tucson,2018.0,Diesel,6.0,5.0,Oui,Neuf,Manuelle,WW au Maroc,223000.0,144999.5,7.0
Dacia,Duster,2022.0,Diesel,5.0,5.0,Non,Bon,Automatique,WW au Maroc,190000.0,7499.5,3.0
Volkswagen,Golf 7,2015.0,Diesel,8.0,5.0,Non,Très bon,Manuelle,WW au Maroc,149000.0,164999.5,10.0
Hyundai,Tucson,2020.0,Diesel,6.0,5.0,Oui,Excellent,Automatique,WW au Maroc,250000.0,174999.5,5.0
Honda,Accord,2009.0,Essence,13.0,5.0,Non,Très bon,Automatique,WW au Maroc,80000.0,174999.5,16.0
Hyundai,Accent,2006.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,50000.0,274999.5,19.0
Mercedes-Benz,Classe A,2016.0,Diesel,9.0,3.0,Non,Excellent,Automatique,Dédouanée,250000.0,144999.5,9.0
Dacia,Logan,2017.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,112000.0,104999.5,8.0
Suzuki,Carry,1991.0,Essence,6.0,5.0,Non,Très bon,Manuelle,Dédouanée,50000.0,27499.5,34.0
Hyundai,i20,2021.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,143000.0,2499.5,4.0
Volkswagen,Polo,2013.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,105000.0,124999.5,12.0
Renault,Clio,2014.0,Essence,6.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,83000.0,92499.5,11.0
BMW,Série 5,2017.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,280000.0,194999.5,8.0
Mercedes-Benz,Classe E,2009.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,Dédouanée,138000.0,224999.5,16.0
Peugeot,508,2019.0,Diesel,8.0,5.0,Non,Bon,Automatique,WW au Maroc,200000.0,184999.5,6.0
Suzuki,Carry,2008.0,Essence,9.0,3.0,Non,Très bon,Manuelle,WW au Maroc,82000.0,324999.5,17.0
Toyota,Yaris,2023.0,Essence,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,145000.0,22499.5,2.0
Jeep,Renegade,2022.0,Diesel,6.0,5.0,Oui,Excellent,Automatique,WW au Maroc,220000.0,57499.5,3.0
Renault,Clio,2021.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,145000.0,72499.5,4.0
Kia,Picanto,2021.0,Essence,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,109000.0,92499.5,4.0
Volkswagen,Passat,2017.0,Diesel,8.0,5.0,Non,Très bon,Automatique,WW au Maroc,195000.0,144999.5,8.0
Mercedes-Benz,Classe E,2015.0,Diesel,9.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,177999.0,274999.5,10.0
Honda,CR-V,2004.0,Essence,20.0,5.0,Non,Très bon,Automatique,WW au Maroc,85000.0,114999.5,21.0
Volkswagen,Passat,2010.0,Diesel,8.0,5.0,Non,Très bon,Automatique,Dédouanée,105000.0,274999.5,15.0
Land Rover,Range Rover Vogue,2013.0,Diesel,16.0,5.0,Non,Très bon,Automatique,Importée neuve,270000.0,184999.5,12.0
Volkswagen,Passat,2009.0,Diesel,8.0,5.0,Non,Très bon,Manuelle,Dédouanée,90000.0,324999.5,16.0
Volkswagen,Golf 7,2018.0,Diesel,8.0,5.0,Non,Très bon,Automatique,Dédouanée,290000.0,134999.5,7.0
Jeep,Renegade,2019.0,Diesel,6.0,5.0,Non,Excellent,Automatique,WW au Maroc,187000.0,104999.5,6.0
Peugeot,208,2017.0,Diesel,5.0,5.0,Non,Excellent,Manuelle,WW au Maroc,96000.0,7499.5,8.0
Jeep,Compass,2021.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,175000.0,92499.5,4.0
Peugeot,3008,2021.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,302000.0,2499.5,4.0
Peugeot,205,1984.0,Essence,7.0,5.0,Oui,Bon,Manuelle,WW au Maroc,16000.0,164999.5,41.0
Dacia,Duster,2015.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,132000.0,104999.5,10.0
Volkswagen,Tiguan,2012.0,Diesel,8.0,5.0,Non,Excellent,Automatique,Dédouanée,170000.0,274999.5,13.0
BMW,Série 1,2016.0,Diesel,6.0,3.0,Non,Très bon,Manuelle,Dédouanée,215000.0,134999.5,9.0
Jeep,Renegade,2019.0,Diesel,6.0,5.0,Non,Très bon,Automatique,WW au Maroc,187000.0,97499.5,6.0
Mercedes-Benz,Classe A,2014.0,Diesel,7.0,5.0,Non,Excellent,Automatique,WW au Maroc,163000.0,174999.5,11.0
Mercedes-Benz,Classe ML,2012.0,Diesel,9.0,5.0,Non,Bon,Automatique,WW au Maroc,210000.0,174999.5,13.0
Skoda,Fabia,2018.0,Essence,5.0,5.0,Non,Excellent,Manuelle,WW au Maroc,99000.0,104999.5,7.0
Dacia,Sandero,2014.0,Diesel,6.0,5.0,Non,Neuf,Manuelle,WW au Maroc,108000.0,134999.5,11.0
Kia,K5,2022.0,Hybride,11.0,5.0,Non,Bon,Automatique,WW au Maroc,299000.0,114999.5,3.0
Dacia,Sandero,2022.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,154000.0,27499.5,3.0
Renault,Symbol,2009.0,Essence,7.0,5.0,Non,Correct,Manuelle,WW au Maroc,39000.0,224999.5,16.0
Jeep,Compass,2021.0,Diesel,6.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,236000.0,87499.5,4.0
Audi,A5,2015.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,175000.0,164999.5,10.0
BMW,Série 5,2007.0,Diesel,12.0,5.0,Non,Très bon,Automatique,WW au Maroc,68000.0,224999.5,18.0
Hyundai,ix35,2014.0,Diesel,7.0,5.0,Non,Bon,Manuelle,WW au Maroc,153000.0,184999.5,11.0
Fiat,Freemont,2012.0,Diesel,8.0,5.0,Oui,Très bon,Automatique,WW au Maroc,105000.0,144999.5,13.0
Peugeot,301,2017.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,107500.0,154999.5,8.0
Jeep,Renegade,2021.0,Diesel,6.0,5.0,Non,Très bon,Automatique,WW au Maroc,235000.0,67499.5,4.0
Audi,A6,2007.0,Diesel,12.0,5.0,Non,Très bon,Automatique,WW au Maroc,56000.0,27499.5,18.0
Volkswagen,Golf 7,2019.0,Diesel,8.0,5.0,Oui,Très bon,Automatique,WW au Maroc,205000.0,224999.5,6.0
Mazda,Mazda 3,2005.0,Essence,9.0,5.0,Non,Très bon,Manuelle,WW au Maroc,40000.0,7499.5,20.0
Renault,Kangoo,2017.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,128000.0,154999.5,8.0
Volvo,XC60,2016.0,Diesel,8.0,5.0,Non,Très bon,Automatique,WW au Maroc,165000.0,224999.5,9.0
Dacia,Dokker,2020.0,Diesel,5.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,128000.0,114999.5,5.0
Opel,Crossland,2022.0,Diesel,6.0,5.0,Oui,Bon,Automatique,WW au Maroc,185000.0,124999.5,3.0
Suzuki,Alto,2013.0,Essence,5.0,5.0,Non,Très bon,Manuelle,WW au Maroc,42000.0,97499.5,12.0
Volvo,XC60,2021.0,Diesel,8.0,5.0,Non,Bon,Automatique,WW au Maroc,355000.0,164999.5,4.0
Geely,GX3 PRO,2024.0,Essence,9.0,5.0,Oui,Excellent,Automatique,WW au Maroc,170000.0,17499.5,1.0
Fiat,500,2020.0,Essence,6.0,5.0,Oui,Très bon,Automatique,WW au Maroc,135000.0,57499.5,5.0
Mercedes-Benz,Classe C,2016.0,Diesel,9.0,5.0,Non,Excellent,Automatique,Importée neuve,335000.0,224999.5,9.0
Volkswagen,Touareg,2007.0,Diesel,10.0,5.0,Non,Très bon,Automatique,WW au Maroc,66000.0,224999.5,18.0
Renault,Laguna,1999.0,Essence,7.0,5.0,Non,Bon,Manuelle,Dédouanée,40000.0,7499.5,26.0
Mercedes-Benz,Classe E,2019.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,340000.0,87499.5,6.0
Volkswagen,Arteon,2020.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,255000.0,97499.5,5.0
Peugeot,Partner,2010.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,69000.0,224999.5,15.0
Renault,Koleos,2021.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,240000.0,7499.5,4.0
Volvo,XC60,2021.0,Diesel,8.0,5.0,Non,Bon,Automatique,WW au Maroc,356000.0,174999.5,4.0
Citroen,Berlingo,2020.0,Diesel,6.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,196000.0,82499.5,5.0
Mercedes-Benz,Classe E,2011.0,Diesel,12.0,5.0,Non,Bon,Automatique,Importée neuve,128000.0,224999.5,14.0
Ford,Focus,2008.0,Diesel,7.0,5.0,Non,Bon,Manuelle,WW au Maroc,79000.0,224999.5,17.0
Renault,Clio,2018.0,Diesel,6.0,5.0,Non,Très bon,Automatique,WW au Maroc,135000.0,72499.5,7.0
Renault,12,1980.0,Essence,7.0,5.0,Non,Très bon,Manuelle,Importée neuve,13500.0,2499.5,45.0
Land Rover,Range Rover Sport,2017.0,Diesel,12.0,5.0,Non,Très bon,Automatique,WW au Maroc,320000.0,154999.5,8.0
Opel,Corsa,2023.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,169000.0,114999.5,2.0
Volkswagen,Polo,2014.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,90000.0,164999.5,11.0
Peugeot,Tepee,2018.0,Diesel,6.0,5.0,Oui,Bon,Manuelle,WW au Maroc,124000.0,164999.5,7.0
Fiat,Fullback,2019.0,Diesel,10.0,5.0,Non,Excellent,Manuelle,WW au Maroc,160000.0,12499.5,6.0
BMW,Série 5,2017.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,325000.0,154999.5,8.0
Hyundai,Accent,2022.0,Diesel,6.0,5.0,Oui,Excellent,Automatique,WW au Maroc,158000.0,82499.5,3.0
Dacia,Duster,2020.0,Diesel,6.0,5.0,Oui,Excellent,Automatique,WW au Maroc,160000.0,144999.5,5.0
Volkswagen,Touran,2009.0,Diesel,8.0,5.0,Non,Excellent,Manuelle,WW au Maroc,90000.0,184999.5,16.0
Audi,Q3,2018.0,Diesel,8.0,5.0,Non,Très bon,Automatique,WW au Maroc,245000.0,154999.5,7.0
Audi,A4,2013.0,Diesel,10.0,5.0,Oui,Excellent,Automatique,Dédouanée,125000.0,17499.5,12.0
Mercedes-Benz,Classe GLK,2015.0,Diesel,9.0,5.0,Non,Très bon,Manuelle,Dédouanée,192000.0,224999.5,10.0
Volkswagen,Polo,2017.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,122000.0,114999.5,8.0
Honda,CR-V,2006.0,Essence,11.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,75000.0,134999.5,19.0
Nissan,Qashqai,2016.0,Diesel,6.0,5.0,Oui,Bon,Automatique,WW au Maroc,178000.0,67499.5,9.0
Peugeot,207,2010.0,Essence,6.0,5.0,Oui,Bon,Manuelle,WW au Maroc,57000.0,134999.5,15.0
Peugeot,Rifter,2020.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,178000.0,2499.5,5.0
Citroen,Berlingo,2006.0,Diesel,7.0,5.0,Non,Bon,Manuelle,Importée neuve,55000.0,2499.5,19.0
BMW,X1,2018.0,Diesel,6.0,5.0,Non,Excellent,Automatique,Dédouanée,245000.0,87499.5,7.0
Jeep,Grand Cherokee,2015.0,Diesel,12.0,5.0,Non,Bon,Automatique,WW au Maroc,135000.0,224999.5,10.0
Mercedes-Benz,Classe A,2006.0,Diesel,8.0,5.0,Non,Très bon,Manuelle,WW au Maroc,68000.0,22499.5,19.0
Peugeot,207,2009.0,Essence,8.0,5.0,Non,Très bon,Manuelle,WW au Maroc,52000.0,62499.5,16.0
Kia,Sportage,2021.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,270000.0,87499.5,4.0
Renault,Express,1998.0,Essence,6.0,3.0,Non,Bon,Manuelle,Dédouanée,31000.0,12499.5,27.0
Peugeot,205,1986.0,Essence,6.0,5.0,Non,Endommagé,Manuelle,Dédouanée,10000.0,274999.5,39.0
Audi,A6,2007.0,Diesel,12.0,5.0,Non,Très bon,Automatique,WW au Maroc,56000.0,2499.5,18.0
Volkswagen,Passat,2009.0,Diesel,8.0,5.0,Non,Excellent,Manuelle,WW au Maroc,110000.0,324999.5,16.0
Mercedes-Benz,220,2014.0,Diesel,12.0,5.0,Oui,Excellent,Automatique,WW au Maroc,230000.0,154999.5,11.0
