Marque,Modèle,Type de carburant,Puissance fiscale,Nombre de portes,Première main,État,Boîte à vitesses,Origine,Prix,average_km,Âge
Toyota,Corolla,Diesel,5.0,5,Non,Excellent,Manuelle,WW au Maroc,102000,274999.5,14
Audi,A4,Diesel,8.0,5,Non,Excellent,Manuelle,WW au Maroc,128000,224999.5,15
Dacia,Logan,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,78000,184999.5,12
Mercedes-Benz,250,Diesel,9.0,5,Non,Bon,Manuelle,Dédouanée,50000,104999.5,28
Ford,Fiesta,Essence,7.0,5,Non,Excellent,Manuelle,WW au Maroc,85000,164999.5,9
BMW,Série 1,Diesel,6.0,5,Oui,Très bon,Automatique,Dédouanée,219999,174999.5,7
Renault,Express,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,160000,62499.5,2
Peugeot,306,Diesel,7.0,5,Non,Bon,Manuelle,WW au Maroc,42000,72499.5,26
Toyota,Corolla,Hybride,10.0,5,Non,Neuf,Automatique,WW au Maroc,220000,72499.5,4
Renault,Clio,Diesel,6.0,5,Oui,Excellent,Automatique,WW au Maroc,132000,104999.5,6
Citroen,C3,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,75000,104999.5,15
Kia,Picanto,Essence,6.0,5,Oui,Excellent,Automatique,WW au Maroc,138000,2499.5,1
Citroen,C3,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,17500,22499.5,2
Volkswagen,Polo,Diesel,8.0,5,Non,Bon,Manuelle,WW au Maroc,35000,2499.5,24
Volkswagen,Tiguan,Diesel,8.0,5,Non,Excellent,Manuelle,WW au Maroc,175000,97499.5,10
Citroen,C4,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,140000,114999.5,7
Fiat,Punto,Diesel,5.0,5,Non,Très bon,Manuelle,WW au Maroc,68000,184999.5,11
Audi,A5,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,235000,104999.5,10
Volkswagen,Golf 4,Diesel,8.0,5,Non,Bon,Manuelle,Dédouanée,62000,32499.5,26
Fiat,Panda,Essence,7.0,5,Oui,Excellent,Manuelle,WW au Maroc,85000,92499.5,6
Fiat,500,Essence,7.0,5,Oui,Excellent,Automatique,WW au Maroc,128000,62499.5,3
Volkswagen,Caddy,Diesel,8.0,5,Oui,Excellent,Manuelle,WW au Maroc,158000,97499.5,5
BMW,X1,Diesel,8.0,5,Oui,Très bon,Automatique,WW au Maroc,225000,114999.5,8
Renault,Express,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,156000,57499.5,2
Mahindra,Scorpio,Diesel,7.0,3,Non,Bon,Manuelle,WW au Maroc,90000,224999.5,7
Audi,A5,Diesel,11.0,5,Non,Très bon,Automatique,Dédouanée,110000,224999.5,15
Opel,Crossland,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,158000,92499.5,5
Opel,Crossland,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,182000,12499.5,3
Ford,Kuga,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,186000,114999.5,6
Dacia,Dokker,Diesel,6.0,5,Non,Neuf,Manuelle,WW au Maroc,99000,174999.5,6
Renault,Grand Scenic,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,55000,324999.5,18
Peugeot,308,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,138000,154999.5,9
Kia,Sorento,Diesel,10.0,5,Non,Excellent,Automatique,WW au Maroc,55000,324999.5,19
Ford,Fiesta,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,103000,194999.5,10
Renault,Clio,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,167000,67499.5,3
Volkswagen,Tiguan,Diesel,8.0,5,Oui,Très bon,Manuelle,Dédouanée,220000,224999.5,11
Peugeot,508,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,155000,62499.5,6
Dacia,Sandero,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,135000,62499.5,6
Volkswagen,T-Roc,Diesel,8.0,5,Oui,Excellent,Automatique,Dédouanée,300000,2499.5,4
Volkswagen,Passat,Diesel,8.0,5,Non,Excellent,Manuelle,WW au Maroc,160000,134999.5,9
Renault,Clio,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,170000,62499.5,3
Toyota,Corolla Cross,Hybride,8.0,5,Oui,Excellent,Automatique,WW au Maroc,220000,47499.5,2
Hyundai,Tucson,Diesel,6.0,5,Oui,Excellent,Automatique,WW au Maroc,329000,42499.5,3
Fiat,500,Essence,7.0,3,Non,Très bon,Manuelle,WW au Maroc,130000,57499.5,8
Nissan,Note,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,90000,144999.5,10
Kia,Carens,Diesel,8.0,5,Non,Très bon,Manuelle,WW au Maroc,60000,7499.5,15
Mercedes-Benz,Classe C,Diesel,8.0,5,Oui,Excellent,Automatique,WW au Maroc,138000,174999.5,14
Kia,Cerato,Essence,8.0,5,Non,Très bon,Manuelle,WW au Maroc,58000,224999.5,16
Jeep,Compass,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,250000,72499.5,4
Mercedes-Benz,Classe GLC,Diesel,9.0,5,Non,Excellent,Automatique,WW au Maroc,330000,114999.5,9
Volvo,XC60,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,270000,224999.5,7
Opel,Campo,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,172000,92499.5,3
Ford,Ecosport,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,170000,62499.5,4
Peugeot,308,Diesel,6.0,5,Non,Bon,Manuelle,WW au Maroc,78000,324999.5,16
Skoda,Rapid,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,130000,154999.5,10
Honda,Civic,Essence,11.0,5,Oui,Bon,Automatique,WW au Maroc,158000,134999.5,7
Hyundai,Tucson,Hybride,9.0,5,Non,Excellent,Automatique,WW au Maroc,295000,47499.5,3
Peugeot,307,Diesel,6.0,5,Non,Bon,Manuelle,WW au Maroc,57000,324999.5,19
Dacia,Duster,Diesel,6.0,5,Oui,Excellent,Automatique,WW au Maroc,178000,87499.5,5
Volvo,XC60,Diesel,8.0,5,Non,Bon,Automatique,WW au Maroc,355000,174999.5,4
Volvo,XC60,Diesel,8.0,5,Oui,Excellent,Automatique,WW au Maroc,300000,154999.5,6
Jeep,Compass,Diesel,9.0,5,Non,Excellent,Manuelle,WW au Maroc,120000,224999.5,12
Renault,Express,Diesel,7.0,5,Non,Neuf,Manuelle,WW au Maroc,142000,114999.5,4
Renault,19,Essence,8.0,5,Non,Très bon,Manuelle,WW au Maroc,37000,2499.5,20
Dacia,Dokker,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,128000,134999.5,4
Mitsubishi,Colt,Essence,6.0,5,Non,Très bon,Manuelle,WW au Maroc,59000,104999.5,14
Dacia,Sandero,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,140000,22499.5,1
Peugeot,Tepee,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,93000,27499.5,14
Ford,Focus,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,136000,164999.5,9
Fiat,500X,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,148000,72499.5,6
Skoda,Octavia,Diesel,8.0,5,Non,Très bon,Automatique,WW au Maroc,230000,184999.5,5
Porsche,Panamera,Essence,15.0,5,Non,Très bon,Automatique,Importée neuve,135000,144999.5,14
Dacia,Duster,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,163000,82499.5,5
Audi,A6,Diesel,8.0,5,Non,Très bon,Automatique,WW au Maroc,230000,144999.5,9
Land Rover,Range Rover Evoque,Diesel,8.0,5,Oui,Très bon,Automatique,WW au Maroc,270000,104999.5,7
Seat,Ibiza,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,95000,124999.5,13
Nissan,Qashqai,Essence,8.0,5,Non,Excellent,Automatique,WW au Maroc,255000,92499.5,3
Fiat,Palio,Diesel,7.0,5,Non,Bon,Manuelle,Dédouanée,27000,374999.5,23
Opel,Grandland,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,204000,97499.5,4
Renault,Clio,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,124000,97499.5,4
Jeep,Grand Cherokee,Diesel,12.0,5,Non,Très bon,Automatique,Importée neuve,210000,114999.5,6
Ford,Fiesta,Diesel,6.0,5,Non,Bon,Manuelle,WW au Maroc,83000,194999.5,14
Renault,Clio,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,113000,184999.5,5
Mini,Cooper,Diesel,10.0,5,Non,Excellent,Manuelle,Dédouanée,140000,144999.5,11
Mitsubishi,Lancer,Essence,6.0,5,Non,Très bon,Manuelle,WW au Maroc,35000,2499.5,19
Citroen,C3,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,132000,104999.5,5
Land Rover,Range Rover,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,330000,134999.5,6
Mini,Cooper,Essence,6.0,3,Non,Très bon,Automatique,Importée neuve,99000,114999.5,15
Hyundai,Ioniq Hybrid,Hybride,9.0,5,Oui,Très bon,Automatique,WW au Maroc,180000,274999.5,5
Peugeot,Partner,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,72000,144999.5,14
Peugeot,208,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,135000,134999.5,6
Dacia,Duster,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,173000,97499.5,4
Volkswagen,Caddy,Diesel,6.0,5,Oui,Très bon,Automatique,WW au Maroc,155000,2499.5,8
Mercedes-Benz,Classe C,Diesel,9.0,5,Oui,Excellent,Automatique,WW au Maroc,176000,134999.5,12
Volkswagen,Golf 4,Diesel,8.0,5,Non,Très bon,Manuelle,Dédouanée,70000,37499.5,26
Volkswagen,Tiguan,Diesel,6.0,5,Non,Très bon,Automatique,WW au Maroc,290000,144999.5,7
Skoda,Octavia,Diesel,8.0,5,Non,Très bon,Automatique,WW au Maroc,193000,144999.5,5
Nissan,Micra,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,125000,144999.5,4
Fiat,Panda,Essence,7.0,5,Oui,Excellent,Manuelle,WW au Maroc,89000,104999.5,5
Porsche,Panamera,Diesel,6.0,5,Oui,Excellent,Automatique,Importée neuve,350000,82499.5,11
Fiat,Fiorino,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,99000,7499.5,7
Seat,Ibiza,Essence,9.0,5,Oui,Excellent,Manuelle,WW au Maroc,169000,12499.5,1
Peugeot,3008,Diesel,8.0,5,Non,Très bon,Automatique,WW au Maroc,246999,87499.5,6
Peugeot,Tepee,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,105000,224999.5,12
Porsche,Panamera,Essence,28.0,5,Non,Excellent,Automatique,Importée neuve,270000,154999.5,15
Dacia,Sandero,Diesel,6.0,5,Non,Neuf,Manuelle,WW au Maroc,129000,97499.5,3
Peugeot,206,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,74000,72499.5,12
Renault,Koleos,Diesel,8.0,5,Oui,Excellent,Automatique,WW au Maroc,240000,144999.5,5
Dacia,Sandero,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,138000,97499.5,3
Honda,Jazz,Essence,8.0,5,Non,Excellent,Manuelle,WW au Maroc,55000,32499.5,19
Kia,Sorento,Diesel,9.0,5,Non,Excellent,Manuelle,WW au Maroc,68000,7499.5,18
BMW,X5,Diesel,8.0,5,Oui,Très bon,Automatique,WW au Maroc,320000,224999.5,7
Dacia,Sandero,Diesel,6.0,5,Non,Bon,Manuelle,WW au Maroc,75000,224999.5,12
Jeep,Renegade,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,240000,32499.5,2
Peugeot,3008,Diesel,8.0,5,Oui,Excellent,Automatique,WW au Maroc,285000,104999.5,3
Peugeot,3008,Diesel,6.0,5,Oui,Très bon,Manuelle,Dédouanée,130000,274999.5,13
Peugeot,208,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,155000,62499.5,5
Peugeot,301,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,115000,124999.5,6
Peugeot,206,Essence,8.0,5,Non,Très bon,Manuelle,Dédouanée,46000,114999.5,26
Volvo,V40,Diesel,7.0,5,Non,Excellent,Automatique,WW au Maroc,143000,97499.5,9
Renault,Laguna,Diesel,7.0,5,Non,Excellent,Manuelle,WW au Maroc,59000,224999.5,21
Hyundai,Santa Fe,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,192000,134999.5,8
Land Rover,Freelander,Diesel,9.0,5,Non,Excellent,Automatique,Importée neuve,98000,324999.5,17
Dacia,Logan,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,65000,164999.5,14
Volkswagen,Tiguan,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,265000,164999.5,7
Skoda,Superb,Diesel,8.0,5,Non,Très bon,Automatique,WW au Maroc,148000,224999.5,9
Peugeot,306,Diesel,7.0,5,Non,Très bon,Manuelle,Dédouanée,45000,224999.5,26
Volkswagen,Caddy,Diesel,8.0,5,Non,Excellent,Manuelle,Dédouanée,107000,274999.5,17
Kia,Soul,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,108000,224999.5,9
Peugeot,306,Diesel,8.0,5,Non,Bon,Manuelle,WW au Maroc,32000,104999.5,28
Dacia,Logan,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,112000,92499.5,5
Mercedes-Benz,220,Diesel,9.0,5,Non,Excellent,Automatique,Dédouanée,290000,224999.5,10
Hyundai,Santa Fe,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,185000,194999.5,12
Fiat,Palio,Diesel,6.0,5,Non,Bon,Manuelle,Importée neuve,26000,37499.5,26
Hyundai,i10,Essence,6.0,5,Non,Très bon,Manuelle,WW au Maroc,75000,144999.5,9
Fiat,500,Essence,6.0,3,Oui,Excellent,Automatique,WW au Maroc,141989,52499.5,4
Volkswagen,T-Roc,Diesel,8.0,5,Oui,Excellent,Automatique,WW au Maroc,330000,7499.5,2
Fiat,Palio,Essence,6.0,5,Oui,Très bon,Manuelle,Dédouanée,30000,224999.5,26
Honda,Accord,Essence,13.0,5,Non,Bon,Automatique,WW au Maroc,80000,224999.5,14
Jeep,Compass,Diesel,8.0,5,Non,Excellent,Manuelle,WW au Maroc,109000,144999.5,10
Toyota,Fortuner,Diesel,10.0,5,Oui,Excellent,Automatique,WW au Maroc,220000,124999.5,4
Fiat,Punto,Diesel,5.0,5,Non,Très bon,Manuelle,WW au Maroc,84000,154999.5,9
Renault,Megane,Diesel,6.0,5,Non,Bon,Automatique,WW au Maroc,208000,87499.5,5
DS,DS7,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,260000,104999.5,7
Honda,CR-V,Essence,8.0,5,Non,Excellent,Manuelle,WW au Maroc,42000,164999.5,22
Hyundai,Santa Fe,Diesel,9.0,5,Non,Très bon,Automatique,WW au Maroc,95000,124999.5,17
Fiat,Panda,Essence,6.0,5,Non,Excellent,Manuelle,WW au Maroc,49999,274999.5,17
Renault,Clio,Diesel,4.0,5,Non,Excellent,Manuelle,WW au Maroc,113000,174999.5,6
Hyundai,Tucson,Diesel,6.0,5,Oui,Neuf,Manuelle,WW au Maroc,223000,144999.5,7
Dacia,Duster,Diesel,5.0,5,Non,Bon,Automatique,WW au Maroc,190000,7499.5,3
Volkswagen,Golf 7,Diesel,8.0,5,Non,Très bon,Manuelle,WW au Maroc,149000,164999.5,10
Hyundai,Tucson,Diesel,6.0,5,Oui,Excellent,Automatique,WW au Maroc,250000,174999.5,5
Honda,Accord,Essence,13.0,5,Non,Très bon,Automatique,WW au Maroc,80000,174999.5,16
Hyundai,Accent,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,50000,274999.5,19
Mercedes-Benz,Classe A,Diesel,9.0,3,Non,Excellent,Automatique,Dédouanée,250000,144999.5,9
Dacia,Logan,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,112000,104999.5,8
Hyundai,i20,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,143000,2499.5,4
Volkswagen,Polo,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,105000,124999.5,12
Renault,Clio,Essence,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,83000,92499.5,11
BMW,Série 5,Diesel,8.0,5,Oui,Excellent,Automatique,WW au Maroc,280000,194999.5,8
Mercedes-Benz,Classe E,Diesel,8.0,5,Oui,Excellent,Automatique,Dédouanée,138000,224999.5,16
Peugeot,508,Diesel,8.0,5,Non,Bon,Automatique,WW au Maroc,200000,184999.5,6
Suzuki,Carry,Essence,9.0,3,Non,Très bon,Manuelle,WW au Maroc,82000,324999.5,17
Toyota,Yaris,Essence,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,145000,22499.5,2
Jeep,Renegade,Diesel,6.0,5,Oui,Excellent,Automatique,WW au Maroc,220000,57499.5,3
Renault,Clio,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,145000,72499.5,4
Kia,Picanto,Essence,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,109000,92499.5,4
Volkswagen,Passat,Diesel,8.0,5,Non,Très bon,Automatique,WW au Maroc,195000,144999.5,8
Mercedes-Benz,Classe E,Diesel,9.0,5,Oui,Très bon,Manuelle,WW au Maroc,177999,274999.5,10
Honda,CR-V,Essence,20.0,5,Non,Très bon,Automatique,WW au Maroc,85000,114999.5,21
Volkswagen,Passat,Diesel,8.0,5,Non,Très bon,Automatique,Dédouanée,105000,274999.5,15
Land Rover,Range Rover Vogue,Diesel,16.0,5,Non,Très bon,Automatique,Importée neuve,270000,184999.5,12
Volkswagen,Passat,Diesel,8.0,5,Non,Très bon,Manuelle,Dédouanée,90000,324999.5,16
Volkswagen,Golf 7,Diesel,8.0,5,Non,Très bon,Automatique,Dédouanée,290000,134999.5,7
Peugeot,208,Diesel,5.0,5,Non,Excellent,Manuelle,WW au Maroc,96000,7499.5,8
Jeep,Compass,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,175000,92499.5,4
Peugeot,3008,Diesel,8.0,5,Oui,Excellent,Automatique,WW au Maroc,302000,2499.5,4
Dacia,Duster,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,132000,104999.5,10
Volkswagen,Tiguan,Diesel,8.0,5,Non,Excellent,Automatique,Dédouanée,170000,274999.5,13
BMW,Série 1,Diesel,6.0,3,Non,Très bon,Manuelle,Dédouanée,215000,134999.5,9
Jeep,Renegade,Diesel,6.0,5,Non,Très bon,Automatique,WW au Maroc,187000,97499.5,6
Mercedes-Benz,Classe A,Diesel,7.0,5,Non,Excellent,Automatique,WW au Maroc,163000,174999.5,11
Mercedes-Benz,Classe ML,Diesel,9.0,5,Non,Bon,Automatique,WW au Maroc,210000,174999.5,13
Skoda,Fabia,Essence,5.0,5,Non,Excellent,Manuelle,WW au Maroc,99000,104999.5,7
Dacia,Sandero,Diesel,6.0,5,Non,Neuf,Manuelle,WW au Maroc,108000,134999.5,11
Kia,K5,Hybride,11.0,5,Non,Bon,Automatique,WW au Maroc,299000,114999.5,3
Dacia,Sandero,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,154000,27499.5,3
Renault,Symbol,Essence,7.0,5,Non,Correct,Manuelle,WW au Maroc,39000,224999.5,16
Jeep,Compass,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,236000,87499.5,4
Audi,A5,Diesel,8.0,5,Oui,Excellent,Automatique,WW au Maroc,175000,164999.5,10
BMW,Série 5,Diesel,12.0,5,Non,Très bon,Automatique,WW au Maroc,68000,224999.5,18
Hyundai,ix35,Diesel,7.0,5,Non,Bon,Manuelle,WW au Maroc,153000,184999.5,11
Fiat,Freemont,Diesel,8.0,5,Oui,Très bon,Automatique,WW au Maroc,105000,144999.5,13
Peugeot,301,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,107500,154999.5,8
Jeep,Renegade,Diesel,6.0,5,Non,Très bon,Automatique,WW au Maroc,235000,67499.5,4
Audi,A6,Diesel,12.0,5,Non,Très bon,Automatique,WW au Maroc,56000,27499.5,18
Volkswagen,Golf 7,Diesel,8.0,5,Oui,Très bon,Automatique,WW au Maroc,205000,224999.5,6
Mazda,Mazda 3,Essence,9.0,5,Non,Très bon,Manuelle,WW au Maroc,40000,7499.5,20
Renault,Kangoo,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,128000,154999.5,8
Volvo,XC60,Diesel,8.0,5,Non,Très bon,Automatique,WW au Maroc,165000,224999.5,9
Dacia,Dokker,Diesel,5.0,5,Oui,Excellent,Manuelle,WW au Maroc,128000,114999.5,5
Opel,Crossland,Diesel,6.0,5,Oui,Bon,Automatique,WW au Maroc,185000,124999.5,3
Suzuki,Alto,Essence,5.0,5,Non,Très bon,Manuelle,WW au Maroc,42000,97499.5,12
Volvo,XC60,Diesel,8.0,5,Non,Bon,Automatique,WW au Maroc,355000,164999.5,4
Geely,GX3 PRO,Essence,9.0,5,Oui,Excellent,Automatique,WW au Maroc,170000,17499.5,1
Fiat,500,Essence,6.0,5,Oui,Très bon,Automatique,WW au Maroc,135000,57499.5,5
Mercedes-Benz,Classe C,Diesel,9.0,5,Non,Excellent,Automatique,Importée neuve,335000,224999.5,9
Volkswagen,Touareg,Diesel,10.0,5,Non,Très bon,Automatique,WW au Maroc,66000,224999.5,18
Renault,Laguna,Essence,7.0,5,Non,Bon,Manuelle,Dédouanée,40000,7499.5,26
Mercedes-Benz,Classe E,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,340000,87499.5,6
Volkswagen,Arteon,Diesel,8.0,5,Oui,Excellent,Automatique,WW au Maroc,255000,97499.5,5
Peugeot,Partner,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,69000,224999.5,15
Renault,Koleos,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,240000,7499.5,4
Volvo,XC60,Diesel,8.0,5,Non,Bon,Automatique,WW au Maroc,356000,174999.5,4
Fiat,Siena,Diesel,7.0,5,Non,Bon,Manuelle,WW au Maroc,33000,374999.5,21
Citroen,Berlingo,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,196000,82499.5,5
Mercedes-Benz,Classe E,Diesel,12.0,5,Non,Bon,Automatique,Importée neuve,128000,224999.5,14
Ford,Focus,Diesel,7.0,5,Non,Bon,Manuelle,WW au Maroc,79000,224999.5,17
Renault,Clio,Diesel,6.0,5,Non,Très bon,Automatique,WW au Maroc,135000,72499.5,7
Land Rover,Range Rover Sport,Diesel,12.0,5,Non,Très bon,Automatique,WW au Maroc,320000,154999.5,8
Opel,Corsa,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,169000,114999.5,2
Volkswagen,Polo,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,90000,164999.5,11
Peugeot,Tepee,Diesel,6.0,5,Oui,Bon,Manuelle,WW au Maroc,124000,164999.5,7
Fiat,Fullback,Diesel,10.0,5,Non,Excellent,Manuelle,WW au Maroc,160000,12499.5,6
BMW,Série 5,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,325000,154999.5,8
Hyundai,Accent,Diesel,6.0,5,Oui,Excellent,Automatique,WW au Maroc,158000,82499.5,3
Dacia,Duster,Diesel,6.0,5,Oui,Excellent,Automatique,WW au Maroc,160000,144999.5,5
Volkswagen,Polo,Diesel,8.0,5,Non,Excellent,Manuelle,Importée neuve,45000,374999.5,20
Volkswagen,Touran,Diesel,8.0,5,Non,Excellent,Manuelle,WW au Maroc,90000,184999.5,16
Audi,Q3,Diesel,8.0,5,Non,Très bon,Automatique,WW au Maroc,245000,154999.5,7
Audi,A4,Diesel,10.0,5,Oui,Excellent,Automatique,Dédouanée,125000,17499.5,12
Mercedes-Benz,Classe GLK,Diesel,9.0,5,Non,Très bon,Manuelle,Dédouanée,192000,224999.5,10
Volkswagen,Polo,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,122000,114999.5,8
Honda,CR-V,Essence,11.0,5,Oui,Excellent,Manuelle,WW au Maroc,75000,134999.5,19
Nissan,Qashqai,Diesel,6.0,5,Oui,Bon,Automatique,WW au Maroc,178000,67499.5,9
Peugeot,207,Essence,6.0,5,Oui,Bon,Manuelle,WW au Maroc,57000,134999.5,15
Volkswagen,Golf 4,Diesel,8.0,5,Non,Excellent,Manuelle,Dédouanée,75000,374999.5,23
Peugeot,Rifter,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,178000,2499.5,5
Citroen,Berlingo,Diesel,7.0,5,Non,Bon,Manuelle,Importée neuve,55000,2499.5,19
BMW,X1,Diesel,6.0,5,Non,Excellent,Automatique,Dédouanée,245000,87499.5,7
Jeep,Grand Cherokee,Diesel,12.0,5,Non,Bon,Automatique,WW au Maroc,135000,224999.5,10
Mercedes-Benz,Classe A,Diesel,8.0,5,Non,Très bon,Manuelle,WW au Maroc,68000,22499.5,19
Peugeot,207,Essence,8.0,5,Non,Très bon,Manuelle,WW au Maroc,52000,62499.5,16
Kia,Sportage,Diesel,8.0,5,Oui,Excellent,Automatique,WW au Maroc,270000,87499.5,4
Renault,Express,Essence,6.0,3,Non,Bon,Manuelle,Dédouanée,31000,12499.5,27
Audi,A6,Diesel,12.0,5,Non,Très bon,Automatique,WW au Maroc,56000,2499.5,18
Volkswagen,Passat,Diesel,8.0,5,Non,Excellent,Manuelle,WW au Maroc,110000,324999.5,16
Mercedes-Benz,220,Diesel,12.0,5,Oui,Excellent,Automatique,WW au Maroc,230000,154999.5,11
Renault,Kangoo,Diesel,6.0,5,Oui,Bon,Manuelle,WW au Maroc,46000,144999.5,26
Iveco,Daily,Diesel,8.0,3,Non,Bon,Manuelle,Pas encore dédouanée,200000,164999.5,10
Toyota,RAV 4,Diesel,9.0,5,Oui,Très bon,Manuelle,Dédouanée,125000,194999.5,14
BMW,X3,Diesel,12.0,5,Non,Bon,Automatique,WW au Maroc,85000,154999.5,19
Peugeot,407,Diesel,8.0,5,Non,Très bon,Manuelle,WW au Maroc,68000,324999.5,20
Audi,Q3,Diesel,8.0,5,Oui,Très bon,Automatique,WW au Maroc,345000,104999.5,2
Daihatsu,Terios,Essence,9.0,5,Non,Très bon,Manuelle,WW au Maroc,70000,274999.5,15
Volkswagen,Passat,Diesel,8.0,5,Non,Excellent,Manuelle,Dédouanée,97000,324999.5,23
Dacia,Sandero,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,148000,52499.5,3
Kia,Carens,Diesel,6.0,5,Oui,Bon,Automatique,WW au Maroc,235000,274999.5,1
Peugeot,Tepee,Diesel,7.0,5,Non,Excellent,Manuelle,WW au Maroc,108000,324999.5,11
Audi,Q3,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,265000,224999.5,6
Seat,Ibiza,Diesel,7.0,5,Non,Très bon,Manuelle,Dédouanée,97000,274999.5,14
Volkswagen,Polo,Diesel,5.0,5,Non,Très bon,Manuelle,WW au Maroc,115000,174999.5,11
Jeep,Compass,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,255000,57499.5,4
Citroen,Berlingo,Diesel,7.0,5,Non,Bon,Manuelle,Importée neuve,66000,22499.5,14
Dacia,Sandero,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,139998,124999.5,3
