Marque,Modèle,Type de carburant,Puissance fiscale,Nombre de portes,Première main,État,Boîte à vitesses,Origine,Prix,average_km,Âge
Seat,Leon,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,215000,77499.5,5
Hyundai,Creta,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,174000,154999.5,7
Renault,Express,Diesel,6.0,3,Oui,Excellent,Manuelle,Dédouanée,157000,2499.5,0
BMW,Série 5,Diesel,8.0,5,Non,Très bon,Automatique,WW au Maroc,197000,224999.5,12
Hyundai,Tucson,Diesel,6.0,5,Non,Très bon,Automatique,WW au Maroc,237000,144999.5,6
Volkswagen,Tiguan,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,170000,174999.5,11
Hyundai,ix35,Diesel,8.0,5,Non,Très bon,Manuelle,WW au Maroc,120000,224999.5,15
Volkswagen,Passat CC,Diesel,8.0,5,Non,Très bon,Automatique,WW au Maroc,174000,154999.5,8
Opel,Astra,Diesel,7.0,5,Non,Excellent,Manuelle,WW au Maroc,101000,194999.5,13
Peugeot,2008,Diesel,6.0,5,Non,Excellent,Automatique,WW au Maroc,223000,87499.5,5
Seat,Ibiza,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,85000,224999.5,13
Kia,Seltos,Diesel,6.0,5,Oui,Très bon,Automatique,WW au Maroc,256000,22499.5,2
Citroen,C4,Diesel,6.0,5,Non,Excellent,Automatique,WW au Maroc,245000,12499.5,1
Dacia,Dokker,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,150000,104999.5,4
Mini,Cooper,Essence,8.0,3,Non,Bon,Manuelle,WW au Maroc,55000,184999.5,19
Volkswagen,Caddy,Diesel,8.0,5,Oui,Très bon,Manuelle,WW au Maroc,158000,134999.5,5
Volkswagen,Golf 5,Diesel,8.0,5,Non,Très bon,Manuelle,Dédouanée,81998,374999.5,19
Mercedes-Benz,Classe E,Diesel,9.0,5,Non,Très bon,Manuelle,WW au Maroc,163000,154999.5,12
Porsche,Panamera,Essence,15.0,5,Oui,Très bon,Automatique,Dédouanée,140000,134999.5,13
Dacia,Logan,Diesel,8.0,5,Non,Neuf,Manuelle,WW au Maroc,160000,104999.5,2
BMW,i3,Diesel,6.0,5,Non,Excellent,Automatique,WW au Maroc,345000,87499.5,4
Citroen,C15,Diesel,7.0,3,Non,Bon,Manuelle,WW au Maroc,24000,17499.5,29
Dacia,Logan,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,123000,42499.5,5
Peugeot,3008,Diesel,8.0,5,Oui,Très bon,Automatique,WW au Maroc,220000,224999.5,6
Renault,Express,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,164000,52499.5,3
Kia,Sportage,Diesel,8.0,5,Non,Excellent,Manuelle,WW au Maroc,145000,224999.5,10
Nissan,Qashqai,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,192000,154999.5,7
Renault,Express,Diesel,6.0,5,Oui,Bon,Manuelle,WW au Maroc,178000,32499.5,2
Renault,Captur,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,205000,72499.5,2
Dacia,Lodgy,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,167000,97499.5,2
Citroen,C5,Hybride,8.0,5,Oui,Excellent,Automatique,Dédouanée,215000,124999.5,4
Fiat,500,Diesel,5.0,3,Oui,Excellent,Manuelle,WW au Maroc,108000,104999.5,8
Jeep,Renegade,Diesel,6.0,5,Oui,Excellent,Automatique,WW au Maroc,229000,52499.5,3
Kia,Picanto,Essence,6.0,5,Non,Excellent,Manuelle,Dédouanée,92000,82499.5,6
Dacia,Logan,Diesel,7.0,5,Oui,Excellent,Manuelle,WW au Maroc,78000,134999.5,13
Dacia,Sandero,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,127000,72499.5,5
Fiat,Tipo,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,100000,194999.5,5
Audi,Q5,Diesel,8.0,5,Oui,Excellent,Manuelle,WW au Maroc,178000,224999.5,11
Ssangyong,Korando,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,97000,174999.5,10
Volkswagen,Passat,Diesel,8.0,5,Non,Très bon,Manuelle,Dédouanée,98000,224999.5,17
Seat,Ibiza,Essence,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,134998,32499.5,6
Peugeot,Partner,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,48000,17499.5,18
Opel,Astra,Diesel,7.0,5,Non,Excellent,Manuelle,WW au Maroc,145000,104999.5,6
Volkswagen,Golf 7,Diesel,8.0,5,Non,Excellent,Automatique,Importée neuve,189000,194999.5,11
Fiat,Siena,Essence,6.0,5,Non,Correct,Manuelle,WW au Maroc,15000,37499.5,26
Volkswagen,Touareg,Diesel,12.0,5,Non,Très bon,Automatique,WW au Maroc,125000,224999.5,12
Fiat,Ducato,Diesel,9.0,3,Oui,Bon,Manuelle,WW au Maroc,205000,52499.5,5
Peugeot,2008,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,145000,194999.5,7
Renault,Megane,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,95000,97499.5,15
Hyundai,ix35,Diesel,8.0,5,Non,Excellent,Manuelle,WW au Maroc,128000,224999.5,13
Renault,Kadjar,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,168500,174999.5,9
Fiat,500,Essence,4.0,3,Oui,Excellent,Manuelle,Dédouanée,75000,124999.5,16
Dacia,Logan,Diesel,6.0,5,Oui,Neuf,Manuelle,WW au Maroc,117000,52499.5,6
Fiat,Punto,Essence,7.0,3,Non,Excellent,Manuelle,Dédouanée,32000,12499.5,26
Hyundai,ix35,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,153000,144999.5,11
Ford,Kuga,Diesel,8.0,5,Non,Très bon,Manuelle,WW au Maroc,153000,104999.5,10
Seat,Arona,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,195000,124999.5,4
Dacia,Sandero,Diesel,6.0,5,Non,Bon,Manuelle,WW au Maroc,73000,194999.5,13
Ford,Kuga,Diesel,8.0,5,Oui,Très bon,Automatique,WW au Maroc,299000,97499.5,4
Volkswagen,Tiguan,Diesel,4.0,5,Oui,Excellent,Automatique,Importée neuve,250000,194999.5,9
Audi,Q7,Diesel,12.0,5,Non,Excellent,Automatique,Dédouanée,270000,224999.5,9
Dacia,Sandero,Diesel,6.0,5,Oui,Neuf,Manuelle,WW au Maroc,168000,2499.5,2
Nissan,Qashqai,Diesel,6.0,5,Oui,Excellent,Automatique,WW au Maroc,170000,164999.5,10
Volkswagen,Golf 7,Diesel,8.0,5,Non,Excellent,Manuelle,WW au Maroc,185000,164999.5,8
Jeep,Grand Cherokee,Diesel,12.0,5,Non,Excellent,Automatique,WW au Maroc,175000,274999.5,7
Renault,Kangoo,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,140000,194999.5,8
Renault,Clio,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,179000,37499.5,3
Opel,Grandland,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,183000,134999.5,7
Land Rover,Range Rover Sport,Diesel,12.0,5,Non,Très bon,Automatique,WW au Maroc,140000,2499.5,15
Hyundai,ix35,Diesel,8.0,5,Non,Très bon,Automatique,WW au Maroc,125000,194999.5,13
Citroen,C4,Diesel,6.0,5,Non,Excellent,Automatique,Dédouanée,159000,174999.5,10
Land Rover,Range Rover Evoque,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,340000,104999.5,6
Skoda,Octavia,Diesel,8.0,5,Oui,Bon,Automatique,WW au Maroc,345000,12499.5,2
Citroen,Berlingo,Diesel,7.0,5,Non,Très bon,Manuelle,WW au Maroc,12900,224999.5,8
Renault,Express,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,148000,42499.5,3
Fiat,Fiorino,Diesel,5.0,5,Non,Très bon,Manuelle,WW au Maroc,92000,164999.5,7
Fiat,Panda,Essence,5.0,5,Non,Bon,Manuelle,WW au Maroc,52000,124999.5,17
Mercedes-Benz,Classe E,Diesel,8.0,5,Non,Bon,Manuelle,Dédouanée,80000,224999.5,21
BMW,Série 1,Diesel,7.0,5,Oui,Neuf,Automatique,WW au Maroc,335000,27499.5,1
Nissan,Primera,Essence,9.0,5,Non,Excellent,Automatique,WW au Maroc,45000,224999.5,19
Opel,Corsa,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,173000,27499.5,3
Dacia,Sandero,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,139000,124999.5,4
Volkswagen,Passat CC,Diesel,8.0,5,Non,Neuf,Automatique,WW au Maroc,138000,194999.5,13
Volkswagen,Touran,Diesel,8.0,5,Oui,Très bon,Manuelle,Dédouanée,246000,224999.5,5
Renault,Clio,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,165000,17499.5,2
Porsche,Panamera,Diesel,12.0,5,Non,Excellent,Automatique,Importée neuve,290000,224999.5,13
Ford,Fiesta,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,109000,134999.5,12
Peugeot,208,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,185000,2499.5,1
Volkswagen,Caddy,Diesel,8.0,5,Oui,Excellent,Manuelle,WW au Maroc,160000,114999.5,7
BMW,Série 1,Essence,9.0,5,Non,Très bon,Manuelle,WW au Maroc,85000,184999.5,16
Peugeot,208,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,110000,114999.5,8
Audi,Q2,Diesel,8.0,5,Non,Bon,Automatique,WW au Maroc,213000,154999.5,8
Ford,Focus,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,128000,144999.5,11
Peugeot,206,Diesel,6.0,5,Non,Très bon,Manuelle,Dédouanée,43000,12499.5,26
Renault,Megane,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,185000,174999.5,8
Ford,Fusion,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,147000,174999.5,9
Nissan,Qashqai,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,230000,77499.5,6
Dacia,Dokker,Diesel,6.0,5,Non,Bon,Manuelle,WW au Maroc,110000,174999.5,12
Dacia,Duster,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,155000,224999.5,6
Peugeot,308,Diesel,6.0,5,Oui,Excellent,Automatique,WW au Maroc,300000,97499.5,2
Fiat,500X,Essence,8.0,5,Oui,Excellent,Automatique,WW au Maroc,215000,17499.5,2
Skoda,Kodiaq,Diesel,8.0,5,Oui,Excellent,Automatique,WW au Maroc,310000,124999.5,6
Skoda,Octavia,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,190000,144999.5,6
Renault,Express,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,154000,62499.5,2
Mercedes-Benz,220,Diesel,8.0,5,Non,Bon,Manuelle,Dédouanée,129000,184999.5,17
Volkswagen,Tiguan,Diesel,8.0,5,Oui,Neuf,Automatique,WW au Maroc,308000,224999.5,8
Seat,Ateca,Diesel,8.0,5,Non,Très bon,Automatique,WW au Maroc,238000,124999.5,7
Volkswagen,Passat,Diesel,8.0,5,Oui,Très bon,Manuelle,Dédouanée,105000,194999.5,18
Dacia,Sandero,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,158000,22499.5,1
Land Rover,Range Rover Sport,Diesel,12.0,5,Non,Très bon,Automatique,Importée neuve,300000,134999.5,11
Opel,Zafira,Diesel,8.0,5,Non,Très bon,Manuelle,Dédouanée,80000,224999.5,19
BMW,Série 5,Diesel,8.0,5,Non,Très bon,Automatique,WW au Maroc,150000,274999.5,15
Volkswagen,Tiguan,Diesel,8.0,5,Oui,Excellent,Automatique,Dédouanée,268000,174999.5,9
Peugeot,208,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,147000,82499.5,3
Dacia,Sandero,Essence,6.0,5,Non,Neuf,Manuelle,WW au Maroc,105000,27499.5,6
Citroen,C-Elysée,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,133000,104999.5,4
Volkswagen,Golf 6,Diesel,6.0,5,Non,Bon,Manuelle,Dédouanée,140000,194999.5,14
Hyundai,Accent,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,45000,224999.5,20
Mercedes-Benz,Classe E,Diesel,8.0,5,Oui,Excellent,Automatique,WW au Maroc,340000,174999.5,7
Renault,Clio,Essence,8.0,5,Non,Excellent,Manuelle,WW au Maroc,47000,224999.5,19
Renault,Clio,Essence,7.0,5,Non,Très bon,Manuelle,WW au Maroc,50000,224999.5,16
Opel,Grandland,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,220000,92499.5,6
Volvo,XC90,Essence,16.0,5,Non,Très bon,Automatique,WW au Maroc,58000,164999.5,14
Ford,Ranger,Diesel,9.0,5,Oui,Excellent,Manuelle,WW au Maroc,195000,154999.5,11
Nissan,Qashqai,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,167000,224999.5,9
Hyundai,Accent,Diesel,6.0,5,Non,Très bon,Automatique,WW au Maroc,125000,164999.5,6
Dacia,Dokker,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,147000,92499.5,4
Volkswagen,Golf 7,Diesel,8.0,5,Non,Très bon,Automatique,WW au Maroc,170000,12499.5,8
Mercedes-Benz,Classe C,Diesel,6.0,5,Non,Très bon,Automatique,WW au Maroc,245000,144999.5,7
Hyundai,i20,Essence,6.0,5,Oui,Excellent,Automatique,WW au Maroc,209999,12499.5,2
Hyundai,Elantra,Essence,8.0,5,Non,Très bon,Manuelle,WW au Maroc,54000,194999.5,17
Dacia,Logan,Essence,8.0,5,Non,Excellent,Manuelle,WW au Maroc,51000,32499.5,18
Ford,Fiesta,Essence,6.0,5,Non,Très bon,Manuelle,WW au Maroc,126000,37499.5,5
Peugeot,407,Diesel,8.0,5,Non,Très bon,Manuelle,WW au Maroc,50000,32499.5,20
Jeep,Grand Cherokee,Diesel,12.0,5,Non,Très bon,Automatique,WW au Maroc,135000,224999.5,8
Kia,Picanto,Essence,6.0,5,Non,Excellent,Manuelle,WW au Maroc,53000,184999.5,17
Jeep,Grand Cherokee,Diesel,12.0,5,Non,Très bon,Automatique,WW au Maroc,145000,114999.5,10
Renault,Clio,Diesel,6.0,5,Oui,Correct,Manuelle,WW au Maroc,92000,104999.5,7
Renault,Kangoo,Diesel,6.0,5,Oui,Excellent,Automatique,WW au Maroc,283000,7499.5,0
Land Rover,Range Rover,Diesel,9.0,5,Non,Très bon,Automatique,WW au Maroc,185000,184999.5,11
Peugeot,208,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,119000,114999.5,7
Hyundai,Tucson,Diesel,7.0,5,Oui,Très bon,Automatique,WW au Maroc,250000,82499.5,4
Ford,Fiesta,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,59000,144999.5,20
Dacia,Duster,Diesel,6.0,5,Non,Très bon,Automatique,WW au Maroc,199000,97499.5,3
Dacia,Sandero,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,75000,194999.5,13
Fiat,Punto,Diesel,5.0,5,Non,Très bon,Manuelle,WW au Maroc,90000,144999.5,8
Hyundai,Elantra,Hybride,9.0,5,Oui,Excellent,Automatique,WW au Maroc,275000,27499.5,3
Citroen,C3,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,150000,82499.5,3
Opel,Corsa,Diesel,5.0,5,Non,Excellent,Manuelle,Dédouanée,68000,22499.5,15
Fiat,Siena,Diesel,7.0,5,Non,Très bon,Manuelle,WW au Maroc,37000,324999.5,21
Volkswagen,Jetta,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,195000,124999.5,6
Fiat,Bravo,Essence,9.0,5,Non,Très bon,Manuelle,Dédouanée,33000,164999.5,26
Fiat,Doblo,Diesel,6.0,5,Oui,Excellent,Manuelle,Importée neuve,210000,42499.5,2
Dacia,Sandero,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,150000,104999.5,3
Jeep,Renegade,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,178000,42499.5,8
Hyundai,Tucson,Diesel,6.0,5,Non,Excellent,Automatique,WW au Maroc,245000,194999.5,6
Volkswagen,Golf 7,Diesel,8.0,5,Non,Très bon,Automatique,WW au Maroc,189000,2499.5,6
Ford,Fiesta,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,95000,134999.5,12
Nissan,Qashqai,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,220000,124999.5,4
Dacia,Duster,Diesel,6.0,5,Oui,Neuf,Manuelle,WW au Maroc,188000,114999.5,4
Skoda,Fabia,Essence,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,120000,144999.5,6
Renault,Kangoo,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,130000,154999.5,6
Nissan,X-Trail,Diesel,6.0,5,Non,Excellent,Automatique,Pas encore dédouanée,180000,154999.5,8
BMW,Série 1,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,130000,194999.5,13
Hyundai,Santa Fe,Diesel,9.0,5,Non,Très bon,Automatique,Pas encore dédouanée,170000,87499.5,10
Volkswagen,New Beetle,Diesel,8.0,3,Non,Excellent,Automatique,WW au Maroc,214000,104999.5,6
Renault,Clio,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,132000,42499.5,5
Hyundai,Tucson,Hybride,9.0,5,Non,Excellent,Automatique,WW au Maroc,345000,37499.5,3
Renault,Laguna,Diesel,8.0,5,Oui,Très bon,Manuelle,WW au Maroc,65000,27499.5,16
Citroen,C-Elysée,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,133000,62499.5,3
Hyundai,Tucson,Diesel,6.0,5,Oui,Neuf,Automatique,WW au Maroc,270000,77499.5,2
Renault,Clio,Essence,6.0,5,Non,Excellent,Manuelle,WW au Maroc,70000,7499.5,10
Mercedes-Benz,220,Diesel,9.0,5,Non,Très bon,Automatique,Dédouanée,132000,324999.5,18
Opel,Combo,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,165000,67499.5,5
Citroen,Berlingo,Diesel,6.0,5,Non,Très bon,Manuelle,Importée neuve,165000,174999.5,5
Kia,Proceed,Diesel,6.0,5,Non,Très bon,Automatique,WW au Maroc,250000,62499.5,5
Toyota,Yaris,Hybride,4.0,5,Non,Excellent,Automatique,WW au Maroc,110000,124999.5,9
Dacia,Logan,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,143000,67499.5,2
Fiat,500,Essence,7.0,3,Non,Très bon,Automatique,WW au Maroc,132000,97499.5,4
Kia,Ceed,Diesel,6.0,5,Oui,Excellent,Automatique,WW au Maroc,196000,134999.5,4
Kia,Picanto,Essence,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,98000,77499.5,4
Volkswagen,Tiguan,Diesel,8.0,5,Oui,Bon,Automatique,WW au Maroc,298000,77499.5,6
Renault,Kadjar,Diesel,6.0,5,Non,Bon,Automatique,WW au Maroc,187000,134999.5,8
Mercedes-Benz,Classe GLK,Diesel,8.0,5,Oui,Très bon,Manuelle,WW au Maroc,158000,194999.5,14
Volkswagen,Golf 7,Diesel,8.0,5,Non,Excellent,Manuelle,WW au Maroc,190000,114999.5,7
Mercedes-Benz,Classe C,Diesel,8.0,3,Non,Très bon,Automatique,WW au Maroc,340000,114999.5,9
Opel,Grandland,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,198000,114999.5,6
Renault,Megane,Diesel,7.0,3,Non,Très bon,Manuelle,WW au Maroc,103000,17499.5,11
Volkswagen,Touran,Diesel,8.0,5,Non,Excellent,Automatique,Dédouanée,232000,194999.5,4
Fiat,Panda,Essence,4.0,5,Oui,Bon,Manuelle,WW au Maroc,84000,104999.5,7
Mercedes-Benz,Classe C,Essence,9.0,5,Oui,Excellent,Manuelle,WW au Maroc,103000,144999.5,18
Dacia,Dokker,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,133000,104999.5,6
Ford,Ecosport,Diesel,5.0,5,Oui,Excellent,Manuelle,WW au Maroc,155000,57499.5,5
Peugeot,207,Essence,8.0,5,Non,Très bon,Manuelle,WW au Maroc,59000,57499.5,18
Porsche,Cayenne,Diesel,12.0,5,Non,Excellent,Automatique,WW au Maroc,265000,154999.5,12
Mercedes-Benz,Classe C,Diesel,9.0,5,Non,Excellent,Automatique,Importée neuve,320000,124999.5,10
Peugeot,301,Essence,7.0,5,Non,Excellent,Manuelle,WW au Maroc,72000,114999.5,12
Ford,Fiesta,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,137000,82499.5,11
Mercedes-Benz,Classe C,Diesel,8.0,3,Oui,Très bon,Automatique,WW au Maroc,345000,154999.5,8
Nissan,X-Trail,Diesel,8.0,5,Non,Bon,Manuelle,WW au Maroc,57000,194999.5,18
Mercedes-Benz,Classe S,Diesel,13.0,5,Non,Très bon,Automatique,Dédouanée,109000,224999.5,18
Dacia,Duster,Diesel,6.0,5,Oui,Neuf,Manuelle,Dédouanée,220000,82499.5,5
Fiat,500,Essence,6.0,5,Oui,Très bon,Automatique,WW au Maroc,126000,57499.5,4
Opel,Astra,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,103000,194999.5,13
Land Rover,Range Rover Sport,Diesel,12.0,5,Non,Neuf,Automatique,WW au Maroc,275000,224999.5,9
Volkswagen,Touareg,Diesel,12.0,5,Non,Très bon,Automatique,WW au Maroc,177000,154999.5,8
Dacia,Logan,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,125000,77499.5,4
Peugeot,208,Essence,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,168000,7499.5,1
Daihatsu,Sirion,Essence,6.0,5,Non,Très bon,Manuelle,WW au Maroc,47000,104999.5,18
Peugeot,208,Diesel,6.0,5,Non,Excellent,Automatique,WW au Maroc,197000,47499.5,3
Jaguar,XE,Diesel,6.0,5,Oui,Excellent,Automatique,WW au Maroc,269000,124999.5,7
Nissan,Qashqai,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,220000,82499.5,5
Mercedes-Benz,220,Diesel,9.0,5,Non,Très bon,Automatique,WW au Maroc,217000,164999.5,11
Fiat,500,Essence,7.0,3,Oui,Excellent,Automatique,WW au Maroc,149000,67499.5,4
BMW,Série 1,Essence,9.0,5,Non,Excellent,Manuelle,WW au Maroc,95000,72499.5,15
Hyundai,Accent,Diesel,6.0,5,Oui,Excellent,Automatique,WW au Maroc,152000,114999.5,3
Nissan,Micra,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,157000,62499.5,4
Hyundai,Tucson,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,228000,184999.5,8
Jeep,Renegade,Diesel,6.0,5,Non,Excellent,Automatique,WW au Maroc,153000,134999.5,6
Dacia,Logan,Essence,6.0,5,Non,Excellent,Automatique,WW au Maroc,125000,72499.5,3
Peugeot,508,Diesel,8.0,5,Oui,Très bon,Automatique,WW au Maroc,198000,154999.5,6
Hyundai,Santa Fe,Diesel,8.0,5,Non,Bon,Manuelle,WW au Maroc,95000,164999.5,15
Hyundai,Elantra,Diesel,6.0,5,Non,Très bon,Automatique,WW au Maroc,140000,87499.5,8
Hyundai,i20,Essence,6.0,5,Non,Excellent,Automatique,WW au Maroc,188000,27499.5,2
Renault,Megane,Diesel,6.0,5,Oui,Excellent,Automatique,WW au Maroc,238000,42499.5,2
Audi,A4,Diesel,8.0,5,Non,Très bon,Manuelle,WW au Maroc,162000,164999.5,12
Volkswagen,Passat CC,Diesel,8.0,5,Non,Très bon,Automatique,Dédouanée,110000,224999.5,17
Kia,Sportage,Diesel,6.0,5,Oui,Excellent,Automatique,WW au Maroc,350000,7499.5,2
Peugeot,208,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,133000,72499.5,6
Audi,Q5,Diesel,8.0,5,Non,Excellent,Automatique,Dédouanée,182000,274999.5,14
Audi,A6,Diesel,8.0,5,Non,Excellent,Automatique,Importée neuve,228000,164999.5,10
Citroen,C1,Essence,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,88000,62499.5,6
Mini,Cooper,Essence,8.0,3,Non,Très bon,Manuelle,WW au Maroc,68000,124999.5,18
Hyundai,Accent,Diesel,6.0,5,Non,Très bon,Automatique,WW au Maroc,162000,104999.5,4
Renault,Clio,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,95000,194999.5,9
Renault,Kadjar,Diesel,7.0,5,Oui,Excellent,Manuelle,WW au Maroc,170000,174999.5,8
Ford,Kuga,Diesel,8.0,5,Non,Excellent,Manuelle,WW au Maroc,90000,164999.5,14
Toyota,Hilux,Diesel,12.0,5,Non,Bon,Manuelle,WW au Maroc,95000,224999.5,21
Ford,Kuga,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,195000,97499.5,5
Renault,Clio,Diesel,9.0,5,Non,Excellent,Manuelle,WW au Maroc,130000,134999.5,8
Opel,Astra,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,95000,194999.5,13
Opel,Adam,Essence,8.0,3,Non,Excellent,Manuelle,WW au Maroc,95000,92499.5,9
Mercedes-Benz,Classe A,Diesel,8.0,5,Oui,Neuf,Automatique,WW au Maroc,300000,22499.5,5
Fiat,500,Diesel,5.0,5,Non,Excellent,Manuelle,Importée neuve,88000,124999.5,9
Peugeot,208,Diesel,6.0,5,Oui,Correct,Manuelle,WW au Maroc,85000,104999.5,7
Volkswagen,Bora,Diesel,8.0,5,Non,Très bon,Manuelle,Dédouanée,48000,224999.5,25
Mini,Cooper,Essence,8.0,3,Non,Excellent,Manuelle,Importée neuve,93000,92499.5,15
Hyundai,i10,Essence,6.0,5,Non,Excellent,Manuelle,WW au Maroc,95000,82499.5,8
Renault,Clio,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,143000,92499.5,4
Skoda,Octavia,Diesel,8.0,5,Oui,Excellent,Automatique,WW au Maroc,260000,114999.5,3
Dacia,Dokker,Diesel,6.0,3,Oui,Excellent,Manuelle,WW au Maroc,97000,27499.5,7
Dacia,Dokker,Diesel,6.0,3,Non,Très bon,Manuelle,WW au Maroc,105000,154999.5,5
Peugeot,208,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,98000,274999.5,6
Skoda,Octavia,Diesel,8.0,5,Non,Très bon,Manuelle,WW au Maroc,73000,274999.5,17
Seat,Leon,Diesel,8.0,5,Oui,Excellent,Manuelle,WW au Maroc,220000,77499.5,5
Mercedes-Benz,Vito,Diesel,8.0,5,Oui,Excellent,Manuelle,Dédouanée,250000,224999.5,8
Chevrolet,Aveo,Essence,8.0,5,Non,Excellent,Manuelle,WW au Maroc,56000,144999.5,15
Hyundai,ix35,Diesel,7.0,5,Non,Excellent,Manuelle,WW au Maroc,162000,124999.5,9
Fiat,Palio,Essence,7.0,5,Non,Très bon,Manuelle,WW au Maroc,30000,17499.5,26
Land Rover,Range Rover,Diesel,8.0,5,Non,Très bon,Automatique,WW au Maroc,220000,124999.5,8
Dacia,Dokker,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,105000,224999.5,9
Volkswagen,Passat,Diesel,5.0,5,Oui,Excellent,Automatique,WW au Maroc,180000,184999.5,8
Mercedes-Benz,Classe CLA,Diesel,9.0,5,Non,Excellent,Automatique,Dédouanée,220000,154999.5,10
Skoda,Rapid,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,120000,174999.5,11
